customer_id,name,age,city,signup_date
789,506,43,Chennai,2/13/23
790,323,45,Mumbai,8/20/23
791,772,29,Delhi,4/2/23
792,486,50,Kolkata,5/9/23
793,46,19,Hyderabad,3/18/23
794,508,55,Bengaluru,7/26/23
795,802,44,Chennai,8/26/23
796,495,22,Mumbai,2/24/23
797,466,31,Delhi,3/12/23
798,300,41,Kolkata,7/3/23
799,726,47,Hyderabad,3/15/23
800,673,49,Bengaluru,11/5/23
801,246,26,Chennai,10/14/23
802,207,20,Mumbai,9/7/23
803,145,49,Delhi,7/7/23
804,607,31,Kolkata,9/30/23
805,797,20,Hyderabad,1/4/23
806,6,19,Bengaluru,10/2/23
807,108,48,Chennai,1/22/23
808,153,57,Mumbai,8/16/23
809,547,20,Delhi,11/6/23
810,881,50,Kolkata,11/24/23
811,366,42,Hyderabad,10/13/23
812,774,21,Bengaluru,5/27/23
813,559,43,Chennai,1/28/23
814,669,25,Mumbai,7/31/23
815,662,20,Delhi,12/23/23
816,651,55,Kolkata,1/16/23
817,530,38,Hyderabad,10/10/23
818,915,19,Bengaluru,8/9/23
819,749,52,Chennai,6/23/23
820,836,34,Mumbai,2/9/23
821,726,24,Delhi,3/12/23
822,850,32,Kolkata,4/5/23
823,541,54,Hyderabad,10/7/23
824,578,26,Bengaluru,12/28/23
825,789,35,Chennai,8/1/23
826,495,49,Mumbai,5/1/23
827,334,38,Delhi,2/2/23
828,758,43,Kolkata,10/27/23
829,12,38,Hyderabad,1/19/23
830,919,48,Bengaluru,1/16/23
831,417,44,Chennai,11/9/23
832,961,42,Mumbai,8/31/23
833,932,42,Delhi,3/25/23
834,901,59,Kolkata,3/10/23
835,102,41,Hyderabad,1/8/23
836,295,20,Bengaluru,9/28/23
837,91,41,Chennai,4/5/23
838,596,51,Mumbai,12/6/23
839,114,36,Delhi,9/26/23
840,475,57,Kolkata,1/14/23
841,812,54,Hyderabad,7/24/23
842,918,39,Bengaluru,12/3/23
843,329,35,Chennai,11/30/23
844,239,34,Mumbai,9/5/23
845,531,23,Delhi,5/28/23
846,878,47,Kolkata,9/3/23
847,199,32,Hyderabad,11/20/23
848,614,24,Bengaluru,7/3/23
849,563,29,Chennai,8/10/23
850,646,20,Mumbai,8/9/23
851,914,19,Delhi,8/22/23
852,823,32,Kolkata,1/2/23
853,71,42,Hyderabad,3/28/23
854,619,44,Bengaluru,11/8/23
855,687,35,Chennai,5/15/23
856,128,42,Mumbai,5/10/23
857,649,46,Delhi,3/7/23
858,284,30,Kolkata,10/8/23
859,74,47,Hyderabad,10/5/23
860,882,50,Bengaluru,9/12/23
861,235,43,Chennai,11/3/23
862,383,54,Mumbai,8/4/23
863,930,50,Delhi,4/4/23
864,395,30,Kolkata,12/5/23
865,275,45,Hyderabad,12/19/23
866,76,58,Bengaluru,8/14/23
867,840,34,Chennai,7/29/23
868,997,24,Mumbai,7/15/23
869,445,22,Delhi,11/1/23
870,535,43,Kolkata,4/26/23
871,523,29,Hyderabad,7/21/23
872,584,43,Bengaluru,11/21/23
873,99,45,Chennai,11/22/23
874,683,57,Mumbai,3/10/23
875,153,45,Delhi,2/15/23
876,163,35,Kolkata,10/4/23
877,966,24,Hyderabad,6/20/23
878,358,55,Bengaluru,8/21/23
879,63,25,Chennai,10/14/23
880,895,59,Mumbai,2/11/23
881,18,36,Delhi,7/17/23
882,883,35,Kolkata,5/13/23
883,242,18,Hyderabad,3/1/23
884,359,44,Bengaluru,4/28/23
885,632,43,Chennai,1/27/23
886,12,30,Mumbai,8/25/23
887,724,32,Delhi,12/24/23
888,240,59,Kolkata,1/24/23
889,585,59,Hyderabad,5/27/23
890,583,50,Bengaluru,10/29/23
891,845,27,Chennai,11/11/23
892,476,20,Mumbai,12/18/23
893,599,30,Delhi,3/8/23
894,392,44,Kolkata,8/20/23
895,445,30,Hyderabad,2/4/23
896,162,34,Bengaluru,1/28/23
897,933,55,Chennai,11/29/23
898,262,19,Mumbai,10/31/23
899,258,18,Delhi,2/3/23
900,160,56,Kolkata,7/17/23
901,233,29,Hyderabad,7/28/23
902,976,28,Bengaluru,4/28/23
903,54,39,Chennai,2/2/23
904,899,60,Mumbai,10/16/23
905,435,47,Delhi,11/19/23
906,501,38,Kolkata,2/18/23
907,965,32,Hyderabad,5/23/23
908,669,23,Bengaluru,5/18/23
909,266,31,Chennai,4/17/23
910,566,60,Mumbai,12/13/23
911,154,41,Delhi,9/9/23
912,396,38,Kolkata,4/26/23
913,421,22,Hyderabad,12/15/23
914,698,53,Bengaluru,12/4/23
915,942,47,Chennai,8/26/23
916,934,30,Mumbai,11/23/23
917,469,60,Delhi,9/13/23
918,988,54,Kolkata,3/30/23
919,622,33,Hyderabad,10/11/23
920,304,34,Bengaluru,5/28/23
921,104,56,Chennai,1/20/23
922,585,59,Mumbai,9/14/23
923,36,51,Delhi,9/23/23
924,754,46,Kolkata,9/17/23
925,116,60,Hyderabad,8/25/23
926,742,38,Bengaluru,6/28/23
927,287,34,Chennai,11/4/23
928,107,42,Mumbai,10/11/23
929,750,59,Delhi,4/22/23
930,929,35,Kolkata,6/5/23
931,279,37,Hyderabad,3/4/23
932,280,31,Bengaluru,4/22/23
933,639,47,Chennai,10/6/23
934,491,42,Mumbai,4/3/23
935,232,32,Delhi,9/22/23
936,145,35,Kolkata,10/18/23
937,939,50,Hyderabad,5/24/23
938,81,37,Bengaluru,4/7/23
939,947,26,Chennai,7/16/23
940,214,42,Mumbai,12/16/23
941,2,58,Delhi,7/10/23
942,680,39,Kolkata,1/28/23
943,69,35,Hyderabad,7/31/23
944,421,25,Bengaluru,12/15/23
945,735,48,Chennai,4/11/23
946,669,56,Mumbai,6/13/23
947,125,29,Delhi,9/16/23
948,311,26,Kolkata,6/21/23
949,294,56,Hyderabad,12/19/23
950,30,54,Bengaluru,1/20/23
951,958,21,Chennai,6/12/23
952,590,34,Mumbai,8/1/23
953,559,41,Delhi,5/2/23
954,134,28,Kolkata,2/8/23
955,66,24,Hyderabad,12/7/23
956,716,57,Bengaluru,6/22/23
957,88,31,Chennai,7/11/23
958,246,27,Mumbai,6/29/23
959,949,35,Delhi,12/4/23
960,531,58,Kolkata,5/9/23
961,616,44,Hyderabad,5/3/23
962,546,42,Bengaluru,11/12/23
963,245,30,Chennai,12/12/23
964,916,50,Mumbai,9/2/23
965,352,31,Delhi,7/23/23
966,487,22,Kolkata,12/12/23
967,598,32,Hyderabad,10/20/23
968,406,20,Bengaluru,5/7/23
969,95,58,Chennai,9/18/23
970,766,51,Mumbai,11/25/23
971,30,43,Delhi,1/14/23
972,32,40,Kolkata,3/6/23
973,766,34,Hyderabad,5/19/23
974,505,23,Bengaluru,5/3/23
975,594,23,Chennai,8/16/23
976,309,21,Mumbai,10/10/23
977,774,28,Delhi,9/25/23
978,389,26,Kolkata,4/10/23
979,364,58,Hyderabad,6/2/23
980,383,31,Bengaluru,4/19/23
981,538,27,Chennai,1/15/23
982,493,34,Mumbai,10/13/23
983,16,35,Delhi,11/30/23
984,649,55,Kolkata,11/24/23
985,726,35,Hyderabad,1/5/23
986,849,39,Bengaluru,2/7/23
987,542,22,Chennai,1/5/23
988,394,20,Mumbai,3/25/23
989,742,34,Delhi,3/27/23
990,886,60,Kolkata,11/27/23
991,285,29,Hyderabad,1/19/23
992,416,54,Bengaluru,11/8/23
993,501,43,Chennai,9/17/23
994,960,33,Mumbai,2/7/23
995,10,32,Delhi,1/16/23
996,650,34,Kolkata,10/14/23
997,896,25,Hyderabad,12/11/23
998,64,55,Bengaluru,7/17/23
999,15,22,Hyderabad,3/12/23
1000,287,29,Bengaluru,10/25/23
