order_id,customer_id,order_date,order_value,payment_status
1282,501.1630389,2027-05-10,5287.354412,Refunded
1283,501.1656985,2027-05-11,5287.193313,Refunded
1284,501.1683582,2027-05-12,5287.032215,Refunded
1285,501.1710178,2027-05-13,5286.871116,Failed
1286,501.1736775,2027-05-14,5286.710018,Success
1287,501.1763371,2027-05-15,5286.548919,Failed
1288,501.1789968,2027-05-16,5286.387821,Failed
1289,501.1816564,2027-05-17,5286.226722,Refunded
1290,501.1843161,2027-05-18,5286.065624,Failed
1291,501.1869757,2027-05-19,5285.904525,Refunded
1292,501.1896354,2027-05-20,5285.743427,Success
1293,501.192295,2027-05-21,5285.582328,Failed
1294,501.1949547,2027-05-22,5285.42123,Success
1295,501.1976143,2027-05-23,5285.260131,Failed
1296,501.200274,2027-05-24,5285.099032,Success
1297,501.2029336,2027-05-25,5284.937934,Failed
1298,501.2055933,2027-05-26,5284.776835,Refunded
1299,501.2082529,2027-05-27,5284.615737,Failed
1300,501.2109126,2027-05-28,5284.454638,Refunded
1301,501.2135722,2027-05-29,5284.29354,Failed
1302,501.2162319,2027-05-30,5284.132441,Failed
1303,501.2188915,2027-05-31,5283.971343,Refunded
1304,501.2215512,2027-06-01,5283.810244,Failed
1305,501.2242108,2027-06-02,5283.649146,Failed
1306,501.2268705,2027-06-03,5283.488047,Failed
1307,501.2295301,2027-06-04,5283.326949,Refunded
1308,501.2321898,2027-06-05,5283.16585,Refunded
1309,501.2348494,2027-06-06,5283.004752,Failed
1310,501.2375091,2027-06-07,5282.843653,Failed
1311,501.2401687,2027-06-08,5282.682555,Success
1312,501.2428284,2027-06-09,5282.521456,Success
1313,501.245488,2027-06-10,5282.360358,Success
1314,501.2481477,2027-06-11,5282.199259,Failed
1315,501.2508073,2027-06-12,5282.038161,Refunded
1316,501.253467,2027-06-13,5281.877062,Refunded
1317,501.2561266,2027-06-14,5281.715964,Failed
1318,501.2587863,2027-06-15,5281.554865,Refunded
1319,501.2614459,2027-06-16,5281.393767,Refunded
1320,501.2641056,2027-06-17,5281.232668,Refunded
1321,501.2667652,2027-06-18,5281.07157,Failed
1322,501.2694249,2027-06-19,5280.910471,Refunded
1323,501.2720845,2027-06-20,5280.749373,Refunded
1324,501.2747442,2027-06-21,5280.588274,Failed
1325,501.2774038,2027-06-22,5280.427176,Success
1326,501.2800635,2027-06-23,5280.266077,Success
1327,501.2827231,2027-06-24,5280.104979,Success
1328,501.2853828,2027-06-25,5279.94388,Success
1329,501.2880424,2027-06-26,5279.782782,Success
1330,501.2907021,2027-06-27,5279.621683,Success
1331,501.2933618,2027-06-28,5279.460585,Success
1332,501.2960214,2027-06-29,5279.299486,Success
1333,501.2986811,2027-06-30,5279.138388,Failed
1334,501.3013407,2027-07-01,5278.977289,Refunded
1335,501.3040004,2027-07-02,5278.816191,Failed
1336,501.30666,2027-07-03,5278.655092,Failed
1337,501.3093197,2027-07-04,5278.493994,Failed
1338,501.3119793,2027-07-05,5278.332895,Failed
1339,501.314639,2027-07-06,5278.171797,Refunded
1340,501.3172986,2027-07-07,5278.010698,Success
1341,501.3199583,2027-07-08,5277.8496,Failed
1342,501.3226179,2027-07-09,5277.688501,Success
1343,501.3252776,2027-07-10,5277.527403,Success
1344,501.3279372,2027-07-11,5277.366304,Failed
1345,501.3305969,2027-07-12,5277.205206,Failed
1346,501.3332565,2027-07-13,5277.044107,Success
1347,501.3359162,2027-07-14,5276.883009,Success
1348,501.3385758,2027-07-15,5276.72191,Success
1349,501.3412355,2027-07-16,5276.560812,Refunded
1350,501.3438951,2027-07-17,5276.399713,Success
1351,501.3465548,2027-07-18,5276.238615,Failed
1352,501.3492144,2027-07-19,5276.077516,Success
1353,501.3518741,2027-07-20,5275.916418,Refunded
1354,501.3545337,2027-07-21,5275.755319,Failed
1355,501.3571934,2027-07-22,5275.594221,Refunded
1356,501.359853,2027-07-23,5275.433122,Success
1357,501.3625127,2027-07-24,5275.272024,Failed
1358,501.3651723,2027-07-25,5275.110925,Refunded
1359,501.367832,2027-07-26,5274.949827,Refunded
1360,501.3704916,2027-07-27,5274.788728,Refunded
1361,501.3731513,2027-07-28,5274.62763,Refunded
1362,501.3758109,2027-07-29,5274.466531,Refunded
1363,501.3784706,2027-07-30,5274.305433,Refunded
1364,501.3811302,2027-07-31,5274.144334,Refunded
1365,501.3837899,2027-08-01,5273.983236,Refunded
1366,501.3864495,2027-08-02,5273.822137,Failed
1367,501.3891092,2027-08-03,5273.661039,Refunded
1368,501.3917688,2027-08-04,5273.49994,Failed
1369,501.3944285,2027-08-05,5273.338842,Refunded
1370,501.3970881,2027-08-06,5273.177743,Failed
1371,501.3997478,2027-08-07,5273.016645,Success
1372,501.4024074,2027-08-08,5272.855546,Failed
1373,501.4050671,2027-08-09,5272.694448,Refunded
1374,501.4077267,2027-08-10,5272.533349,Failed
1375,501.4103864,2027-08-11,5272.372251,Failed
1376,501.413046,2027-08-12,5272.211152,Refunded
1377,501.4157057,2027-08-13,5272.050054,Failed
1378,501.4183653,2027-08-14,5271.888955,Success
1379,501.421025,2027-08-15,5271.727857,Failed
1380,501.4236846,2027-08-16,5271.566758,Refunded
1381,501.4263443,2027-08-17,5271.40566,Success
1382,501.4290039,2027-08-18,5271.244561,Success
1383,501.4316636,2027-08-19,5271.083463,Success
1384,501.4343233,2027-08-20,5270.922364,Success
1385,501.4369829,2027-08-21,5270.761266,Success
1386,501.4396426,2027-08-22,5270.600167,Success
1387,501.4423022,2027-08-23,5270.439069,Refunded
1388,501.4449619,2027-08-24,5270.27797,Success
1389,501.4476215,2027-08-25,5270.116872,Refunded
1390,501.4502812,2027-08-26,5269.955773,Success
1391,501.4529408,2027-08-27,5269.794675,Refunded
1392,501.4556005,2027-08-28,5269.633576,Failed
1393,501.4582601,2027-08-29,5269.472478,Success
1394,501.4609198,2027-08-30,5269.311379,Success
1395,501.4635794,2027-08-31,5269.150281,Success
1396,501.4662391,2027-09-01,5268.989182,Refunded
1397,501.4688987,2027-09-02,5268.828084,Refunded
1398,501.4715584,2027-09-03,5268.666985,Success
1399,501.474218,2027-09-04,5268.505887,Failed
1400,501.4768777,2027-09-05,5268.344788,Refunded
1401,501.4795373,2027-09-06,5268.18369,Success
1402,501.482197,2027-09-07,5268.022591,Success
1403,501.4848566,2027-09-08,5267.861493,Refunded
1404,501.4875163,2027-09-09,5267.700394,Failed
1405,501.4901759,2027-09-10,5267.539296,Refunded
1406,501.4928356,2027-09-11,5267.378197,Refunded
1407,501.4954952,2027-09-12,5267.217099,Failed
1408,501.4981549,2027-09-13,5267.056,Failed
1409,501.5008145,2027-09-14,5266.894902,Success
1410,501.5034742,2027-09-15,5266.733803,Success
1411,501.5061338,2027-09-16,5266.572705,Success
1412,501.5087935,2027-09-17,5266.411606,Failed
1413,501.5114531,2027-09-18,5266.250508,Refunded
1414,501.5141128,2027-09-19,5266.089409,Refunded
1415,501.5167724,2027-09-20,5265.928311,Failed
1416,501.5194321,2027-09-21,5265.767212,Failed
1417,501.5220917,2027-09-22,5265.606114,Success
1418,501.5247514,2027-09-23,5265.445015,Failed
1419,501.527411,2027-09-24,5265.283917,Refunded
1420,501.5300707,2027-09-25,5265.122818,Refunded
1421,501.5327303,2027-09-26,5264.96172,Success
1422,501.53539,2027-09-27,5264.800621,Success
1423,501.5380496,2027-09-28,5264.639523,Failed
1424,501.5407093,2027-09-29,5264.478424,Success
1425,501.5433689,2027-09-30,5264.317326,Success
1426,501.5460286,2027-10-01,5264.156227,Failed
1427,501.5486882,2027-10-02,5263.995129,Success
1428,501.5513479,2027-10-03,5263.83403,Failed
1429,501.5540075,2027-10-04,5263.672932,Refunded
1430,501.5566672,2027-10-05,5263.511833,Failed
1431,501.5593268,2027-10-06,5263.350735,Refunded
1432,501.5619865,2027-10-07,5263.189636,Refunded
1433,501.5646461,2027-10-08,5263.028538,Refunded
1434,501.5673058,2027-10-09,5262.867439,Failed
1435,501.5699654,2027-10-10,5262.706341,Failed
1436,501.5726251,2027-10-11,5262.545242,Refunded
1437,501.5752848,2027-10-12,5262.384144,Refunded
1438,501.5779444,2027-10-13,5262.223045,Success
1439,501.5806041,2027-10-14,5262.061947,Failed
1440,501.5832637,2027-10-15,5261.900848,Failed
1441,501.5859234,2027-10-16,5261.73975,Failed
1442,501.588583,2027-10-17,5261.578651,Failed
1443,501.5912427,2027-10-18,5261.417553,Failed
1444,501.5939023,2027-10-19,5261.256454,Success
1445,501.596562,2027-10-20,5261.095356,Failed
1446,501.5992216,2027-10-21,5260.934257,Failed
1447,501.6018813,2027-10-22,5260.773159,Success
1448,501.6045409,2027-10-23,5260.61206,Refunded
1449,501.6072006,2027-10-24,5260.450962,Success
1450,501.6098602,2027-10-25,5260.289863,Refunded
1451,501.6125199,2027-10-26,5260.128765,Success
1452,501.6151795,2027-10-27,5259.967666,Failed
1453,501.6178392,2027-10-28,5259.806568,Failed
1454,501.6204988,2027-10-29,5259.645469,Success
1455,501.6231585,2027-10-30,5259.484371,Refunded
1456,501.6258181,2027-10-31,5259.323272,Refunded
1457,501.6284778,2027-11-01,5259.162174,Refunded
1458,501.6311374,2027-11-02,5259.001075,Success
1459,501.6337971,2027-11-03,5258.839977,Success
1460,501.6364567,2027-11-04,5258.678878,Success
1461,501.6391164,2027-11-05,5258.51778,Refunded
1462,501.641776,2027-11-06,5258.356681,Refunded
1463,501.6444357,2027-11-07,5258.195583,Refunded
1464,501.6470953,2027-11-08,5258.034484,Success
1465,501.649755,2027-11-09,5257.873386,Success
1466,501.6524146,2027-11-10,5257.712287,Refunded
1467,501.6550743,2027-11-11,5257.551189,Success
1468,501.6577339,2027-11-12,5257.39009,Success
1469,501.6603936,2027-11-13,5257.228992,Failed
1470,501.6630532,2027-11-14,5257.067893,Refunded
1471,501.6657129,2027-11-15,5256.906795,Refunded
1472,501.6683725,2027-11-16,5256.745696,Success
1473,501.6710322,2027-11-17,5256.584598,Failed
1474,501.6736918,2027-11-18,5256.423499,Refunded
1475,501.6763515,2027-11-19,5256.262401,Refunded
1476,501.6790111,2027-11-20,5256.101302,Refunded
1477,501.6816708,2027-11-21,5255.940204,Refunded
1478,501.6843304,2027-11-22,5255.779105,Success
1479,501.6869901,2027-11-23,5255.618007,Success
1480,501.6896497,2027-11-24,5255.456908,Refunded
1481,501.6923094,2027-11-25,5255.29581,Failed
1482,501.694969,2027-11-26,5255.134711,Failed
1483,501.6976287,2027-11-27,5254.973613,Success
1484,501.7002883,2027-11-28,5254.812514,Failed
1485,501.702948,2027-11-29,5254.651415,Refunded
1486,501.7056076,2027-11-30,5254.490317,Refunded
1487,501.7082673,2027-12-01,5254.329218,Refunded
1488,501.7109269,2027-12-02,5254.16812,Success
1489,501.7135866,2027-12-03,5254.007021,Refunded
1490,501.7162463,2027-12-04,5253.845923,Refunded
1491,501.7189059,2027-12-05,5253.684824,Success
1492,501.7215656,2027-12-06,5253.523726,Failed
1493,501.7242252,2027-12-07,5253.362627,Success
1494,501.7268849,2027-12-08,5253.201529,Refunded
1495,501.7295445,2027-12-09,5253.04043,Success
1496,501.7322042,2027-12-10,5252.879332,Failed
1497,501.7348638,2027-12-11,5252.718233,Failed
1498,501.7375235,2027-12-12,5252.557135,Refunded
1499,501.7401831,2027-12-13,5252.396036,Refunded
1500,501.7428428,2027-12-14,5252.234938,Refunded
1501,501.7455024,2027-12-15,5252.073839,Refunded
1502,501.7481621,2027-12-16,5251.912741,Refunded
1503,501.7508217,2027-12-17,5251.751642,Refunded
1504,501.7534814,2027-12-18,5251.590544,Success
1505,501.756141,2027-12-19,5251.429445,Failed
1506,501.7588007,2027-12-20,5251.268347,Success
1507,501.7614603,2027-12-21,5251.107248,Success
1508,501.76412,2027-12-22,5250.94615,Success
1509,501.7667796,2027-12-23,5250.785051,Refunded
1510,501.7694393,2027-12-24,5250.623953,Failed
1511,501.7720989,2027-12-25,5250.462854,Success
1512,501.7747586,2027-12-26,5250.301756,Failed
1513,501.7774182,2027-12-27,5250.140657,Success
1514,501.7800779,2027-12-28,5249.979559,Success
1515,501.7827375,2027-12-29,5249.81846,Success
1516,501.7853972,2027-12-30,5249.657362,Refunded
1517,501.7880568,2027-12-31,5249.496263,Failed
1518,501.7907165,2028-01-01,5249.335165,Refunded
1519,501.7933761,2028-01-02,5249.174066,Failed
1520,501.7960358,2028-01-03,5249.012968,Failed
1521,501.7986954,2028-01-04,5248.851869,Refunded
1522,501.8013551,2028-01-05,5248.690771,Refunded
1523,501.8040147,2028-01-06,5248.529672,Success
1524,501.8066744,2028-01-07,5248.368574,Refunded
1525,501.809334,2028-01-08,5248.207475,Refunded
1526,501.8119937,2028-01-09,5248.046377,Refunded
1527,501.8146533,2028-01-10,5247.885278,Failed
1528,501.817313,2028-01-11,5247.72418,Success
1529,501.8199726,2028-01-12,5247.563081,Refunded
1530,501.8226323,2028-01-13,5247.401983,Refunded
1531,501.8252919,2028-01-14,5247.240884,Failed
1532,501.8279516,2028-01-15,5247.079786,Failed
1533,501.8306112,2028-01-16,5246.918687,Success
1534,501.8332709,2028-01-17,5246.757589,Failed
1535,501.8359305,2028-01-18,5246.59649,Refunded
1536,501.8385902,2028-01-19,5246.435392,Failed
1537,501.8412498,2028-01-20,5246.274293,Failed
1538,501.8439095,2028-01-21,5246.113195,Refunded
1539,501.8465691,2028-01-22,5245.952096,Refunded
1540,501.8492288,2028-01-23,5245.790998,Refunded
1541,501.8518884,2028-01-24,5245.629899,Success
1542,501.8545481,2028-01-25,5245.468801,Failed
1543,501.8572077,2028-01-26,5245.307702,Success
1544,501.8598674,2028-01-27,5245.146604,Failed
1545,501.8625271,2028-01-28,5244.985505,Refunded
1546,501.8651867,2028-01-29,5244.824407,Refunded
1547,501.8678464,2028-01-30,5244.663308,Refunded
1548,501.870506,2028-01-31,5244.50221,Refunded
1549,501.8731657,2028-02-01,5244.341111,Success
1550,501.8758253,2028-02-02,5244.180013,Success
1551,501.878485,2028-02-03,5244.018914,Refunded
1552,501.8811446,2028-02-04,5243.857816,Refunded
1553,501.8838043,2028-02-05,5243.696717,Failed
1554,501.8864639,2028-02-06,5243.535619,Failed
1555,501.8891236,2028-02-07,5243.37452,Success
1556,501.8917832,2028-02-08,5243.213422,Failed
1557,501.8944429,2028-02-09,5243.052323,Success
1558,501.8971025,2028-02-10,5242.891225,Refunded
1559,501.8997622,2028-02-11,5242.730126,Success
1560,501.9024218,2028-02-12,5242.569028,Failed
1561,501.9050815,2028-02-13,5242.407929,Success
1562,501.9077411,2028-02-14,5242.246831,Failed
1563,501.9104008,2028-02-15,5242.085732,Success
1564,501.9130604,2028-02-16,5241.924634,Success
1565,501.9157201,2028-02-17,5241.763535,Refunded
1566,501.9183797,2028-02-18,5241.602437,Refunded
1567,501.9210394,2028-02-19,5241.441338,Success
1568,501.923699,2028-02-20,5241.28024,Refunded
1569,501.9263587,2028-02-21,5241.119141,Refunded
1570,501.9290183,2028-02-22,5240.958043,Refunded
1571,501.931678,2028-02-23,5240.796944,Refunded
1572,501.9343376,2028-02-24,5240.635846,Failed
1573,501.9369973,2028-02-25,5240.474747,Refunded
1574,501.9396569,2028-02-26,5240.313649,Failed
1575,501.9423166,2028-02-27,5240.15255,Failed
1576,501.9449762,2028-02-28,5239.991452,Failed
1577,501.9476359,2028-02-29,5239.830353,Refunded
1578,501.9502955,2028-03-01,5239.669255,Failed
1579,501.9529552,2028-03-02,5239.508156,Failed
1580,501.9556148,2028-03-03,5239.347058,Success
1581,501.9582745,2028-03-04,5239.185959,Success
1582,501.9609341,2028-03-05,5239.024861,Success
1583,501.9635938,2028-03-06,5238.863762,Failed
1584,501.9662534,2028-03-07,5238.702664,Success
1585,501.9689131,2028-03-08,5238.541565,Refunded
1586,501.9715727,2028-03-09,5238.380467,Refunded
1587,501.9742324,2028-03-10,5238.219368,Failed
1588,501.976892,2028-03-11,5238.05827,Success
1589,501.9795517,2028-03-12,5237.897171,Refunded
1590,501.9822113,2028-03-13,5237.736073,Failed
1591,501.984871,2028-03-14,5237.574974,Refunded
1592,501.9875306,2028-03-15,5237.413876,Refunded
1593,501.9901903,2028-03-16,5237.252777,Failed
1594,501.9928499,2028-03-17,5237.091679,Refunded
1595,501.9955096,2028-03-18,5236.93058,Refunded
1596,501.9981692,2028-03-19,5236.769482,Failed
1597,502.0008289,2028-03-20,5236.608383,Success
1598,502.0034886,2028-03-21,5236.447285,Refunded
1599,502.0061482,2028-03-22,5236.286186,Refunded
1600,502.0088079,2028-03-23,5236.125088,Failed
1601,502.0114675,2028-03-24,5235.963989,Failed
1602,502.0141272,2028-03-25,5235.802891,Success
1603,502.0167868,2028-03-26,5235.641792,Failed
1604,502.0194465,2028-03-27,5235.480694,Failed
1605,502.0221061,2028-03-28,5235.319595,Refunded
1606,502.0247658,2028-03-29,5235.158497,Success
1607,502.0274254,2028-03-30,5234.997398,Refunded
1608,502.0300851,2028-03-31,5234.8363,Success
1609,502.0327447,2028-04-01,5234.675201,Failed
1610,502.0354044,2028-04-02,5234.514103,Failed
1611,502.038064,2028-04-03,5234.353004,Success
1612,502.0407237,2028-04-04,5234.191906,Failed
1613,502.0433833,2028-04-05,5234.030807,Failed
1614,502.046043,2028-04-06,5233.869709,Refunded
1615,502.0487026,2028-04-07,5233.70861,Success
1616,502.0513623,2028-04-08,5233.547512,Refunded
1617,502.0540219,2028-04-09,5233.386413,Refunded
1618,502.0566816,2028-04-10,5233.225315,Failed
1619,502.0593412,2028-04-11,5233.064216,Success
1620,502.0620009,2028-04-12,5232.903118,Failed
1621,502.0646605,2028-04-13,5232.742019,Failed
1622,502.0673202,2028-04-14,5232.580921,Success
1623,502.0699798,2028-04-15,5232.419822,Success
1624,502.0726395,2028-04-16,5232.258724,Refunded
1625,502.0752991,2028-04-17,5232.097625,Success
1626,502.0779588,2028-04-18,5231.936527,Refunded
1627,502.0806184,2028-04-19,5231.775428,Failed
1628,502.0832781,2028-04-20,5231.61433,Success
1629,502.0859377,2028-04-21,5231.453231,Failed
1630,502.0885974,2028-04-22,5231.292133,Refunded
1631,502.091257,2028-04-23,5231.131034,Failed
1632,502.0939167,2028-04-24,5230.969936,Failed
1633,502.0965763,2028-04-25,5230.808837,Success
1634,502.099236,2028-04-26,5230.647739,Refunded
1635,502.1018956,2028-04-27,5230.48664,Success
1636,502.1045553,2028-04-28,5230.325542,Failed
1637,502.1072149,2028-04-29,5230.164443,Failed
1638,502.1098746,2028-04-30,5230.003345,Refunded
1639,502.1125342,2028-05-01,5229.842246,Failed
1640,502.1151939,2028-05-02,5229.681148,Success
1641,502.1178535,2028-05-03,5229.520049,Failed
1642,502.1205132,2028-05-04,5229.358951,Success
1643,502.1231728,2028-05-05,5229.197852,Failed
1644,502.1258325,2028-05-06,5229.036754,Failed
1645,502.1284921,2028-05-07,5228.875655,Failed
1646,502.1311518,2028-05-08,5228.714557,Failed
1647,502.1338114,2028-05-09,5228.553458,Failed
1648,502.1364711,2028-05-10,5228.39236,Failed
1649,502.1391307,2028-05-11,5228.231261,Success
1650,502.1417904,2028-05-12,5228.070163,Success
1651,502.1444501,2028-05-13,5227.909064,Failed
1652,502.1471097,2028-05-14,5227.747966,Refunded
1653,502.1497694,2028-05-15,5227.586867,Success
1654,502.152429,2028-05-16,5227.425769,Refunded
1655,502.1550887,2028-05-17,5227.26467,Refunded
1656,502.1577483,2028-05-18,5227.103572,Success
1657,502.160408,2028-05-19,5226.942473,Failed
1658,502.1630676,2028-05-20,5226.781375,Failed
1659,502.1657273,2028-05-21,5226.620276,Refunded
1660,502.1683869,2028-05-22,5226.459178,Refunded
1661,502.1710466,2028-05-23,5226.298079,Success
1662,502.1737062,2028-05-24,5226.136981,Success
1663,502.1763659,2028-05-25,5225.975882,Refunded
1664,502.1790255,2028-05-26,5225.814784,Refunded
1665,502.1816852,2028-05-27,5225.653685,Refunded
1666,502.1843448,2028-05-28,5225.492587,Failed
1667,502.1870045,2028-05-29,5225.331488,Refunded
1668,502.1896641,2028-05-30,5225.17039,Success
1669,502.1923238,2028-05-31,5225.009291,Failed
1670,502.1949834,2028-06-01,5224.848193,Failed
1671,502.1976431,2028-06-02,5224.687094,Failed
1672,502.2003027,2028-06-03,5224.525996,Failed
1673,502.2029624,2028-06-04,5224.364897,Refunded
1674,502.205622,2028-06-05,5224.203798,Refunded
1675,502.2082817,2028-06-06,5224.0427,Refunded
1676,502.2109413,2028-06-07,5223.881601,Failed
1677,502.213601,2028-06-08,5223.720503,Success
1678,502.2162606,2028-06-09,5223.559404,Failed
1679,502.2189203,2028-06-10,5223.398306,Refunded
1680,502.2215799,2028-06-11,5223.237207,Failed
1681,502.2242396,2028-06-12,5223.076109,Refunded
1682,502.2268992,2028-06-13,5222.91501,Failed
1683,502.2295589,2028-06-14,5222.753912,Refunded
1684,502.2322185,2028-06-15,5222.592813,Failed
1685,502.2348782,2028-06-16,5222.431715,Success
1686,502.2375378,2028-06-17,5222.270616,Refunded
1687,502.2401975,2028-06-18,5222.109518,Success
1688,502.2428571,2028-06-19,5221.948419,Refunded
1689,502.2455168,2028-06-20,5221.787321,Success
1690,502.2481764,2028-06-21,5221.626222,Refunded
1691,502.2508361,2028-06-22,5221.465124,Refunded
1692,502.2534957,2028-06-23,5221.304025,Success
1693,502.2561554,2028-06-24,5221.142927,Failed
1694,502.258815,2028-06-25,5220.981828,Failed
1695,502.2614747,2028-06-26,5220.82073,Refunded
1696,502.2641343,2028-06-27,5220.659631,Failed
1697,502.266794,2028-06-28,5220.498533,Success
1698,502.2694536,2028-06-29,5220.337434,Refunded
1699,502.2721133,2028-06-30,5220.176336,Refunded
1700,502.2747729,2028-07-01,5220.015237,Refunded
1701,502.2774326,2028-07-02,5219.854139,Success
1702,502.2800922,2028-07-03,5219.69304,Success
1703,502.2827519,2028-07-04,5219.531942,Failed
1704,502.2854115,2028-07-05,5219.370843,Success
1705,502.2880712,2028-07-06,5219.209745,Refunded
1706,502.2907309,2028-07-07,5219.048646,Success
1707,502.2933905,2028-07-08,5218.887548,Success
1708,502.2960502,2028-07-09,5218.726449,Success
1709,502.2987098,2028-07-10,5218.565351,Refunded
1710,502.3013695,2028-07-11,5218.404252,Refunded
1711,502.3040291,2028-07-12,5218.243154,Refunded
1712,502.3066888,2028-07-13,5218.082055,Refunded
1713,502.3093484,2028-07-14,5217.920957,Failed
1714,502.3120081,2028-07-15,5217.759858,Success
1715,502.3146677,2028-07-16,5217.59876,Failed
1716,502.3173274,2028-07-17,5217.437661,Success
1717,502.319987,2028-07-18,5217.276563,Refunded
1718,502.3226467,2028-07-19,5217.115464,Success
1719,502.3253063,2028-07-20,5216.954366,Success
1720,502.327966,2028-07-21,5216.793267,Success
1721,502.3306256,2028-07-22,5216.632169,Refunded
1722,502.3332853,2028-07-23,5216.47107,Refunded
1723,502.3359449,2028-07-24,5216.309972,Success
1724,502.3386046,2028-07-25,5216.148873,Refunded
1725,502.3412642,2028-07-26,5215.987775,Refunded
1726,502.3439239,2028-07-27,5215.826676,Failed
1727,502.3465835,2028-07-28,5215.665578,Failed
1728,502.3492432,2028-07-29,5215.504479,Success
1729,502.3519028,2028-07-30,5215.343381,Success
1730,502.3545625,2028-07-31,5215.182282,Failed
1731,502.3572221,2028-08-01,5215.021184,Success
1732,502.3598818,2028-08-02,5214.860085,Refunded
1733,502.3625414,2028-08-03,5214.698987,Failed
1734,502.3652011,2028-08-04,5214.537888,Success
1735,502.3678607,2028-08-05,5214.37679,Refunded
1736,502.3705204,2028-08-06,5214.215691,Refunded
1737,502.37318,2028-08-07,5214.054593,Refunded
1738,502.3758397,2028-08-08,5213.893494,Refunded
1739,502.3784993,2028-08-09,5213.732396,Success
1740,502.381159,2028-08-10,5213.571297,Failed
1741,502.3838186,2028-08-11,5213.410199,Success
1742,502.3864783,2028-08-12,5213.2491,Success
1743,502.3891379,2028-08-13,5213.088002,Success
1744,502.3917976,2028-08-14,5212.926903,Refunded
1745,502.3944572,2028-08-15,5212.765805,Success
1746,502.3971169,2028-08-16,5212.604706,Success
1747,502.3997765,2028-08-17,5212.443608,Failed
1748,502.4024362,2028-08-18,5212.282509,Success
1749,502.4050958,2028-08-19,5212.121411,Success
1750,502.4077555,2028-08-20,5211.960312,Refunded
1751,502.4104151,2028-08-21,5211.799214,Success
1752,502.4130748,2028-08-22,5211.638115,Success
1753,502.4157344,2028-08-23,5211.477017,Failed
1754,502.4183941,2028-08-24,5211.315918,Failed
1755,502.4210537,2028-08-25,5211.15482,Refunded
1756,502.4237134,2028-08-26,5210.993721,Success
1757,502.426373,2028-08-27,5210.832623,Success
1758,502.4290327,2028-08-28,5210.671524,Success
1759,502.4316924,2028-08-29,5210.510426,Success
1760,502.434352,2028-08-30,5210.349327,Success
1761,502.4370117,2028-08-31,5210.188229,Failed
1762,502.4396713,2028-09-01,5210.02713,Refunded
1763,502.442331,2028-09-02,5209.866032,Success
1764,502.4449906,2028-09-03,5209.704933,Success
1765,502.4476503,2028-09-04,5209.543835,Refunded
1766,502.4503099,2028-09-05,5209.382736,Refunded
1767,502.4529696,2028-09-06,5209.221638,Failed
1768,502.4556292,2028-09-07,5209.060539,Refunded
1769,502.4582889,2028-09-08,5208.899441,Failed
1770,502.4609485,2028-09-09,5208.738342,Refunded
1771,502.4636082,2028-09-10,5208.577244,Refunded
1772,502.4662678,2028-09-11,5208.416145,Failed
1773,502.4689275,2028-09-12,5208.255047,Refunded
1774,502.4715871,2028-09-13,5208.093948,Refunded
1775,502.4742468,2028-09-14,5207.93285,Refunded
1776,502.4769064,2028-09-15,5207.771751,Refunded
1777,502.4795661,2028-09-16,5207.610653,Refunded
1778,502.4822257,2028-09-17,5207.449554,Success
1779,502.4848854,2028-09-18,5207.288456,Refunded
1780,502.487545,2028-09-19,5207.127357,Failed
1781,502.4902047,2028-09-20,5206.966259,Success
1782,502.4928643,2028-09-21,5206.80516,Refunded
1783,502.495524,2028-09-22,5206.644062,Refunded
1784,502.4981836,2028-09-23,5206.482963,Refunded
1785,502.5008433,2028-09-24,5206.321865,Success
1786,502.5035029,2028-09-25,5206.160766,Success
1787,502.5061626,2028-09-26,5205.999668,Failed
1788,502.5088222,2028-09-27,5205.838569,Refunded
1789,502.5114819,2028-09-28,5205.677471,Failed
1790,502.5141415,2028-09-29,5205.516372,Success
1791,502.5168012,2028-09-30,5205.355274,Failed
1792,502.5194608,2028-10-01,5205.194175,Success
1793,502.5221205,2028-10-02,5205.033077,Refunded
1794,502.5247801,2028-10-03,5204.871978,Refunded
1795,502.5274398,2028-10-04,5204.71088,Failed
1796,502.5300994,2028-10-05,5204.549781,Success
1797,502.5327591,2028-10-06,5204.388683,Refunded
1798,502.5354187,2028-10-07,5204.227584,Refunded
1799,502.5380784,2028-10-08,5204.066486,Refunded
1800,502.540738,2028-10-09,5203.905387,Failed
1801,502.5433977,2028-10-10,5203.744289,Refunded
1802,502.5460573,2028-10-11,5203.58319,Failed
1803,502.548717,2028-10-12,5203.422092,Success
1804,502.5513766,2028-10-13,5203.260993,Failed
1805,502.5540363,2028-10-14,5203.099895,Success
1806,502.5566959,2028-10-15,5202.938796,Refunded
1807,502.5593556,2028-10-16,5202.777698,Success
1808,502.5620152,2028-10-17,5202.616599,Refunded
1809,502.5646749,2028-10-18,5202.455501,Refunded
1810,502.5673345,2028-10-19,5202.294402,Failed
1811,502.5699942,2028-10-20,5202.133304,Refunded
1812,502.5726539,2028-10-21,5201.972205,Success
1813,502.5753135,2028-10-22,5201.811107,Success
1814,502.5779732,2028-10-23,5201.650008,Refunded
1815,502.5806328,2028-10-24,5201.48891,Refunded
1816,502.5832925,2028-10-25,5201.327811,Failed
1817,502.5859521,2028-10-26,5201.166713,Success
1818,502.5886118,2028-10-27,5201.005614,Failed
1819,502.5912714,2028-10-28,5200.844516,Success
