ticket_id,customer_id,issue_type,resolution_time,satisfaction_score
1162,559,Delivery,65,1
1163,838,Product,28,2
1164,119,Delivery,4,4
1165,878,Product,6,1
1166,55,Delivery,28,1
1167,36,Payment,65,1
1168,804,Delivery,5,4
1169,112,Product,32,2
1170,844,Delivery,2,4
1171,158,Delivery,59,3
1172,61,Payment,1,5
1173,48,Product,8,3
1174,384,Product,29,1
1175,690,Product,39,1
1176,620,Product,8,1
1177,626,Product,7,2
1178,458,Delivery,31,5
1179,85,Payment,9,5
1180,935,Delivery,32,3
1181,389,Payment,44,5
1182,411,Product,17,1
1183,595,Product,3,4
1184,376,Product,59,3
1185,651,Delivery,37,4
1186,262,Product,65,1
1187,6,Payment,20,1
1188,853,Product,18,1
1189,178,Payment,27,5
1190,495,Payment,61,1
1191,365,Delivery,43,3
1192,343,Payment,61,5
1193,757,Payment,10,4
1194,516,Delivery,26,3
1195,820,Payment,7,5
1196,760,Product,13,4
1197,996,Payment,28,5
1198,198,Product,70,2
1199,20,Product,34,1
1200,841,Delivery,53,4
1201,135,Payment,5,4
1202,202,Delivery,70,5
1203,185,Product,35,1
1204,631,Product,14,2
1205,577,Payment,1,4
1206,523,Delivery,26,4
1207,207,Product,18,2
1208,960,Delivery,50,1
1209,974,Product,16,1
1210,160,Delivery,6,5
1211,265,Product,24,4
1212,389,Payment,7,5
1213,999,Product,34,1
1214,699,Delivery,31,1
1215,530,Delivery,57,4
1216,17,Payment,44,4
1217,459,Payment,61,5
1218,441,Product,62,4
1219,94,Payment,31,5
1220,320,Payment,1,2
1221,659,Delivery,36,5
1222,169,Product,65,5
1223,675,Payment,64,3
1224,608,Payment,19,4
1225,259,Product,33,5
1226,960,Product,67,2
1227,177,Payment,63,4
1228,883,Payment,61,1
1229,988,Product,39,4
1230,892,Payment,9,5
1231,906,Payment,14,2
1232,670,Payment,63,2
1233,131,Payment,5,5
1234,426,Product,67,2
1235,973,Delivery,27,3
1236,700,Delivery,28,2
1237,298,Product,69,1
1238,271,Delivery,64,5
1239,496,Product,46,5
1240,508,Payment,2,5
1241,663,Payment,67,5
1242,744,Product,16,5
1243,897,Payment,10,4
1244,579,Payment,10,5
1245,638,Product,40,5
1246,660,Payment,14,2
1247,337,Delivery,47,2
1248,406,Product,48,3
1249,90,Product,53,1
1250,968,Delivery,53,1
1251,971,Payment,2,2
1252,80,Payment,42,1
1253,670,Product,67,4
1254,809,Delivery,46,3
1255,437,Payment,16,2
1256,58,Delivery,29,4
1257,576,Product,21,3
1258,372,Payment,57,5
1259,632,Delivery,28,4
1260,210,Delivery,71,3
1261,539,Payment,66,3
1262,467,Payment,49,1
1263,612,Payment,1,4
1264,574,Product,13,2
1265,509,Payment,29,4
1266,773,Product,65,1
1267,153,Delivery,2,1
1268,728,Delivery,15,2
1269,618,Delivery,22,4
1270,52,Delivery,34,4
1271,133,Payment,39,4
1272,75,Delivery,28,1
1273,783,Delivery,58,3
1274,949,Payment,19,2
1275,471,Payment,17,4
1276,11,Delivery,30,2
1277,905,Delivery,14,2
1278,24,Payment,22,5
1279,930,Delivery,33,5
1280,348,Payment,34,2
1281,739,Payment,3,3
1282,439,Product,62,2
1283,465,Delivery,49,3
1284,989,Delivery,13,1
1285,704,Delivery,15,1
1286,263,Delivery,32,1
1287,712,Delivery,33,2
1288,270,Payment,64,4
1289,108,Product,26,3
1290,514,Payment,61,1
1291,323,Delivery,72,4
1292,554,Delivery,7,5
1293,66,Delivery,11,3
1294,321,Payment,2,3
1295,399,Delivery,10,2
1296,264,Product,2,5
1297,561,Delivery,57,3
1298,574,Product,64,3
1299,783,Product,50,3
1300,510,Delivery,23,1
1301,295,Payment,24,4
1302,982,Product,37,5
1303,593,Product,51,5
1304,309,Product,17,2
1305,823,Product,34,3
1306,911,Product,64,3
1307,498,Delivery,64,1
1308,66,Product,29,4
1309,185,Delivery,7,1
1310,264,Product,22,3
1311,632,Product,57,4
1312,63,Product,19,1
1313,887,Delivery,2,5
1314,304,Payment,18,5
1315,640,Delivery,17,4
1316,196,Payment,61,1
1317,401,Payment,45,3
1318,229,Payment,57,5
1319,750,Payment,66,4
1320,340,Delivery,34,2
1321,98,Delivery,24,3
1322,859,Delivery,5,1
1323,908,Payment,50,3
1324,935,Payment,71,2
1325,739,Payment,3,2
1326,971,Delivery,7,1
1327,112,Payment,11,4
1328,434,Product,48,4
1329,450,Product,4,5
1330,657,Payment,13,4
1331,834,Payment,30,3
1332,238,Product,34,3
1333,689,Product,18,3
1334,633,Product,14,5
1335,618,Delivery,56,2
1336,495,Delivery,57,2
1337,677,Payment,46,3
1338,296,Payment,58,4
1339,935,Delivery,53,4
1340,835,Delivery,5,1
1341,322,Payment,68,5
1342,846,Product,1,1
1343,232,Delivery,68,3
1344,28,Payment,43,4
1345,938,Delivery,19,2
1346,40,Payment,46,1
1347,660,Delivery,1,5
1348,640,Product,67,1
1349,144,Delivery,36,4
1350,130,Payment,65,4
1351,985,Product,37,4
1352,222,Payment,19,5
1353,790,Product,29,3
1354,30,Delivery,27,1
1355,775,Product,30,3
1356,769,Delivery,14,2
1357,14,Delivery,30,4
1358,278,Payment,38,3
1359,644,Delivery,39,5
1360,340,Payment,43,2
1361,41,Delivery,55,2
1362,165,Delivery,67,4
1363,795,Product,26,1
1364,697,Payment,49,3
1365,495,Payment,15,5
1366,491,Payment,5,3
1367,408,Product,50,2
1368,904,Payment,7,4
1369,112,Delivery,56,3
1370,268,Product,48,3
1371,649,Delivery,30,2
1372,83,Delivery,3,1
1373,562,Payment,36,3
1374,223,Payment,71,3
1375,156,Payment,60,2
1376,998,Delivery,61,2
1377,353,Product,72,1
1378,804,Payment,59,3
1379,680,Payment,59,1
1380,384,Payment,9,2
1381,675,Delivery,63,3
1382,405,Delivery,62,5
1383,836,Delivery,63,2
1384,352,Payment,46,3
1385,269,Payment,23,2
1386,347,Payment,6,1
1387,430,Payment,43,3
1388,919,Product,19,5
1389,723,Delivery,19,3
1390,369,Product,53,1
1391,745,Payment,39,4
1392,882,Delivery,57,4
1393,773,Delivery,10,2
1394,104,Delivery,30,3
1395,21,Payment,33,2
1396,489,Delivery,3,2
1397,916,Delivery,53,5
1398,113,Delivery,53,5
1399,351,Payment,49,4
1400,899,Payment,14,4
1401,958,Delivery,14,5
1402,966,Delivery,37,4
1403,465,Product,67,3
1404,766,Delivery,37,5
1405,185,Payment,50,5
1406,686,Payment,24,2
1407,597,Product,38,2
1408,451,Payment,29,1
1409,831,Payment,48,3
1410,539,Payment,46,2
1411,108,Payment,22,4
1412,371,Product,37,2
1413,333,Product,24,4
1414,246,Product,53,5
1415,50,Payment,46,2
1416,637,Payment,21,3
1417,776,Product,21,5
1418,414,Delivery,22,5
1419,175,Product,45,5
1420,717,Delivery,25,2
1421,901,Payment,22,3
1422,214,Payment,20,4
1423,526,Payment,26,3
1424,524,Payment,16,1
1425,546,Product,63,3
1426,924,Delivery,27,1
1427,487,Payment,7,3
1428,555,Product,37,4
1429,1,Product,4,3
1430,797,Product,20,2
1431,793,Payment,59,1
1432,314,Product,64,5
1433,116,Delivery,7,3
1434,630,Delivery,14,2
1435,150,Payment,17,4
1436,945,Product,10,4
1437,264,Product,31,1
1438,168,Product,62,5
1439,932,Product,56,1
1440,790,Delivery,52,1
1441,439,Payment,25,2
1442,657,Payment,1,2
1443,884,Payment,16,1
1444,772,Product,26,4
1445,731,Delivery,41,2
1446,993,Product,22,4
1447,442,Payment,27,1
1448,273,Payment,13,3
1449,233,Delivery,68,5
1450,221,Product,16,1
1451,139,Delivery,10,3
1452,382,Payment,48,1
1453,258,Delivery,8,5
1454,218,Delivery,9,3
1455,746,Product,33,2
1456,782,Delivery,20,2
1457,148,Product,29,2
1458,876,Payment,49,1
1459,614,Payment,52,2
1460,877,Delivery,50,3
1461,424,Product,41,2
1462,399,Payment,15,3
1463,872,Delivery,44,2
1464,600,Payment,46,3
1465,642,Delivery,64,5
1466,637,Payment,67,4
1467,592,Payment,46,4
1468,676,Delivery,55,3
1469,809,Payment,51,1
1470,5,Delivery,16,3
1471,83,Payment,60,3
1472,766,Product,54,4
1473,508,Delivery,18,5
1474,479,Delivery,51,3
1475,46,Delivery,66,5
1476,314,Payment,25,5
1477,825,Payment,65,5
1478,72,Payment,23,2
1479,606,Payment,46,1
1480,402,Payment,29,5
1481,861,Payment,8,4
1482,680,Delivery,13,5
1483,432,Delivery,49,2
1484,63,Delivery,61,3
1485,462,Product,53,3
1486,835,Delivery,17,2
1487,947,Delivery,18,3
1488,880,Delivery,24,1
1489,113,Product,3,4
1490,993,Payment,64,2
1491,853,Payment,54,3
1492,820,Product,6,3
1493,213,Payment,1,3
1494,425,Product,42,2
1495,444,Product,66,4
1496,554,Payment,17,1
1497,658,Product,40,5
1498,658,Payment,8,4
1499,195,Delivery,57,5
1500,5,Delivery,27,1
1501,618,Delivery,62,3
1502,695,Delivery,66,1
1503,299,Delivery,6,1
1504,657,Delivery,44,1
1505,393,Product,8,4
1506,380,Product,23,1
1507,706,Payment,3,4
1508,241,Product,9,2
1509,521,Product,65,1
1510,17,Payment,23,5
1511,364,Payment,45,2
1512,973,Payment,60,5
1513,413,Product,16,2
1514,229,Delivery,69,5
1515,224,Payment,20,2
1516,144,Delivery,1,5
1517,831,Product,51,3
1518,889,Payment,30,5
1519,522,Product,24,4
1520,582,Product,65,5
1521,327,Payment,59,1
1522,225,Product,8,5
1523,80,Product,37,1
1524,808,Delivery,52,5
1525,105,Product,21,2
1526,176,Product,51,2
1527,434,Product,13,5
1528,42,Payment,65,4
1529,25,Product,8,4
1530,356,Payment,42,4
1531,971,Delivery,66,3
1532,799,Product,62,5
1533,138,Payment,41,4
1534,876,Delivery,47,4
1535,578,Delivery,70,5
1536,399,Product,32,5
1537,690,Product,54,5
1538,736,Payment,17,5
1539,324,Delivery,31,5
1540,23,Delivery,69,1
1541,3,Payment,12,4
1542,595,Payment,29,1
1543,174,Product,51,4
1544,509,Delivery,15,1
1545,193,Product,11,2
1546,314,Product,28,3
1547,168,Payment,3,1
1548,967,Product,5,1
1549,718,Product,27,2
1550,786,Payment,14,2
1551,228,Delivery,11,3
1552,311,Payment,22,4
1553,859,Delivery,12,2
1554,508,Payment,42,1
1555,159,Product,58,5
1556,681,Payment,54,2
1557,862,Delivery,47,3
1558,1000,Delivery,71,4
1559,21,Delivery,1,4
1560,426,Delivery,60,2
1561,408,Product,13,5
1562,504,Delivery,58,3
1563,927,Delivery,12,2
1564,296,Product,10,2
1565,732,Product,53,3
1566,341,Delivery,38,1
1567,874,Delivery,38,4
1568,115,Delivery,24,5
1569,499,Delivery,30,5
1570,247,Product,49,4
1571,57,Delivery,62,2
1572,568,Product,35,3
1573,845,Delivery,42,5
1574,713,Payment,39,5
1575,774,Payment,72,4
1576,662,Payment,11,3
1577,935,Product,44,5
1578,77,Payment,22,5
1579,199,Delivery,30,4
1580,515,Product,65,3
1581,564,Delivery,50,2
1582,243,Product,13,2
1583,103,Delivery,24,5
1584,21,Payment,44,3
1585,567,Payment,19,5
1586,536,Payment,44,4
1587,901,Payment,72,5
1588,638,Payment,47,4
1589,178,Payment,71,1
1590,842,Delivery,21,3
1591,515,Delivery,67,3
1592,803,Payment,52,2
1593,795,Payment,1,2
1594,558,Product,37,3
1595,571,Delivery,54,2
1596,768,Product,71,5
1597,807,Product,60,3
1598,616,Delivery,23,2
1599,262,Delivery,31,5
1600,281,Payment,68,1
1601,498,Payment,35,5
1602,861,Delivery,13,1
1603,562,Payment,43,1
1604,970,Product,24,2
1605,450,Product,16,1
1606,692,Delivery,68,4
1607,618,Delivery,55,2
1608,700,Product,66,2
1609,660,Payment,21,3
1610,873,Payment,58,1
1611,486,Delivery,18,3
1612,229,Payment,1,5
1613,572,Product,17,1
1614,164,Payment,65,3
1615,324,Product,54,3
1616,490,Delivery,60,2
1617,447,Payment,23,3
1618,820,Payment,7,3
1619,73,Product,68,2
1620,855,Delivery,5,3
1621,608,Product,47,1
1622,644,Delivery,18,1
1623,459,Product,71,1
1624,429,Delivery,22,3
1625,821,Payment,14,1
1626,233,Payment,16,1
1627,829,Payment,33,1
1628,849,Delivery,11,3
1629,515,Product,22,2
1630,671,Payment,13,3
1631,967,Delivery,57,3
1632,414,Delivery,37,1
1633,941,Product,12,1
1634,366,Delivery,18,1
1635,275,Payment,19,1
1636,171,Payment,58,2
1637,296,Delivery,59,1
1638,302,Payment,16,5
1639,881,Payment,42,5
1640,595,Payment,54,5
1641,786,Product,39,4
1642,770,Product,4,3
1643,604,Payment,61,4
1644,294,Delivery,37,3
1645,579,Product,31,1
1646,131,Payment,65,2
1647,944,Payment,52,3
1648,985,Payment,30,5
1649,385,Product,70,4
1650,261,Product,51,2
1651,714,Payment,68,2
1652,322,Payment,30,4
1653,513,Delivery,55,5
1654,613,Product,60,1
1655,147,Payment,52,2
1656,610,Payment,31,5
1657,798,Payment,47,4
1658,730,Delivery,69,1
1659,62,Payment,66,2
1660,835,Delivery,60,1
1661,753,Product,41,5
1662,469,Delivery,55,2
1663,898,Delivery,34,3
1664,121,Payment,47,4
1665,771,Delivery,5,4
1666,653,Delivery,64,5
1667,118,Delivery,2,3
1668,601,Delivery,59,1
1669,62,Product,55,1
1670,267,Delivery,10,2
1671,463,Product,67,2
1672,824,Delivery,25,4
1673,354,Product,14,5
1674,832,Product,50,1
1675,472,Product,59,5
1676,821,Product,68,3
1677,546,Delivery,15,5
1678,76,Payment,23,2
1679,587,Payment,8,3
1680,933,Product,70,3
1681,552,Payment,15,2
1682,544,Delivery,9,4
1683,230,Delivery,61,5
1684,332,Product,10,3
1685,625,Payment,32,3
1686,990,Product,47,2
1687,841,Delivery,42,3
1688,698,Delivery,21,1
1689,463,Delivery,58,5
1690,477,Product,8,1
1691,940,Payment,24,3
1692,309,Delivery,45,1
1693,324,Product,45,1
1694,263,Delivery,39,4
1695,756,Product,49,4
1696,197,Delivery,13,5
1697,378,Delivery,64,3
1698,703,Delivery,29,1
1699,355,Product,6,5
1700,894,Product,27,4
1701,824,Delivery,72,3
1702,16,Delivery,9,3
1703,105,Payment,4,3
1704,802,Payment,48,5
1705,609,Product,29,4
1706,563,Product,30,2
1707,115,Payment,43,4
1708,884,Product,36,5
1709,579,Payment,62,5
1710,890,Payment,66,4
1711,922,Delivery,58,4
1712,433,Payment,41,2
1713,354,Payment,35,3
1714,161,Delivery,27,4
1715,479,Payment,39,1
1716,268,Payment,6,4
1717,93,Payment,18,3
1718,495,Product,22,5
1719,181,Product,20,1
1720,574,Product,20,2
1721,803,Delivery,40,2
1722,677,Delivery,26,3
1723,268,Payment,53,2
1724,162,Delivery,11,1
1725,758,Delivery,37,5
1726,441,Delivery,48,5
1727,903,Delivery,35,1
1728,877,Payment,69,5
1729,42,Delivery,23,5
1730,829,Product,42,4
1731,977,Payment,46,1
1732,956,Payment,9,4
1733,345,Payment,46,2
1734,697,Payment,42,5
1735,864,Delivery,43,3
1736,907,Product,31,4
1737,439,Payment,43,1
1738,434,Product,67,2
1739,800,Delivery,71,4
1740,678,Payment,13,2
1741,700,Delivery,2,4
1742,779,Product,19,2
1743,155,Product,65,4
1744,283,Product,38,2
1745,705,Delivery,38,3
1746,771,Product,2,4
1747,460,Payment,4,2
1748,112,Product,12,5
1749,803,Product,13,1
1750,892,Delivery,26,2
1751,872,Payment,14,4
1752,340,Payment,51,5
1753,242,Product,67,5
1754,278,Delivery,15,1
1755,405,Delivery,35,3
1756,309,Product,6,2
1757,157,Product,49,4
1758,651,Product,11,2
1759,773,Product,67,5
1760,675,Product,11,1
1761,90,Delivery,63,1
1762,102,Payment,39,3
1763,93,Product,18,4
1764,752,Product,18,5
1765,107,Delivery,45,3
1766,931,Delivery,28,2
1767,156,Delivery,17,1
1768,874,Payment,25,2
1769,764,Product,50,3
1770,452,Payment,59,2
1771,700,Payment,33,5
1772,451,Product,59,1
1773,990,Product,51,5
1774,887,Product,63,4
1775,922,Payment,70,3
1776,66,Payment,21,4
1777,523,Payment,14,3
1778,338,Payment,65,3
1779,399,Product,58,4
1780,641,Payment,70,3
1781,239,Payment,55,5
1782,836,Product,28,3
1783,828,Delivery,63,1
1784,715,Product,52,3
1785,819,Payment,49,1
1786,508,Delivery,48,2
1787,703,Product,66,3
1788,898,Delivery,59,2
1789,766,Product,22,5
1790,468,Payment,45,1
1791,653,Product,52,2
1792,927,Delivery,43,3
1793,870,Product,35,2
1794,270,Product,38,5
1795,384,Product,7,3
1796,832,Product,22,4
1797,207,Product,8,1
1798,799,Delivery,17,2
1799,613,Delivery,18,2
1800,941,Delivery,37,1
1801,197,Delivery,65,3
1802,346,Payment,67,2
1803,166,Product,20,2
1804,999,Delivery,10,2
1805,942,Payment,32,1
1806,878,Payment,67,4
1807,787,Payment,14,4
1808,167,Payment,20,4
1809,998,Payment,68,3
1810,25,Product,66,4
1811,1,Product,7,1
1812,166,Payment,4,3
1813,850,Delivery,28,1
1814,852,Payment,15,3
1815,810,Delivery,63,2
1816,175,Payment,63,4
1817,828,Product,61,3
1818,799,Product,45,1
1819,368,Payment,51,1
1820,811,Product,48,1
1821,369,Delivery,23,2
1822,555,Delivery,20,2
1823,773,Payment,6,1
1824,255,Delivery,50,5
1825,64,Product,63,4
1826,140,Delivery,70,1
1827,494,Product,42,4
1828,585,Payment,2,3
1829,665,Payment,24,4
1830,154,Delivery,5,5
1831,825,Product,67,1
1832,623,Product,3,2
1833,92,Delivery,63,4
1834,614,Product,33,3
1835,442,Payment,66,3
1836,377,Product,23,3
1837,772,Product,60,4
1838,849,Payment,9,1
1839,507,Payment,40,4
1840,685,Delivery,51,3
1841,227,Payment,18,5
1842,897,Payment,11,3
1843,857,Payment,26,3
1844,38,Product,6,5
1845,320,Payment,38,1
1846,832,Product,56,2
1847,786,Product,38,3
1848,462,Delivery,27,2
1849,728,Payment,62,4
1850,228,Product,38,4
1851,529,Payment,34,1
1852,915,Delivery,58,4
1853,35,Product,30,5
1854,974,Payment,43,3
1855,816,Delivery,63,3
1856,203,Product,20,4
1857,353,Delivery,14,5
1858,886,Payment,59,2
1859,338,Product,25,2
1860,216,Product,63,1
1861,931,Delivery,16,5
1862,461,Payment,45,3
1863,797,Product,72,3
1864,518,Delivery,2,3
1865,19,Product,34,4
1866,336,Delivery,49,5
1867,260,Payment,67,4
1868,596,Payment,34,3
1869,678,Delivery,9,2
1870,240,Product,24,4
1871,672,Product,49,1
1872,155,Product,67,5
1873,640,Product,14,5
1874,226,Product,29,2
1875,850,Product,61,4
1876,413,Delivery,50,4
1877,724,Payment,63,1
1878,806,Delivery,66,1
1879,182,Delivery,2,5
1880,142,Delivery,11,4
1881,432,Payment,69,1
1882,670,Product,10,4
1883,156,Delivery,59,2
1884,611,Payment,53,3
1885,439,Payment,37,5
1886,859,Delivery,60,1
1887,253,Delivery,18,2
1888,584,Payment,43,2
1889,462,Product,38,1
1890,666,Delivery,34,1
1891,956,Product,36,2
1892,456,Product,26,4
1893,543,Product,2,4
1894,456,Payment,71,3
1895,288,Product,5,1
1896,852,Delivery,53,3
1897,354,Payment,50,4
1898,744,Delivery,51,4
1899,26,Product,54,3
1900,208,Delivery,24,1
1901,401,Delivery,66,2
1902,882,Payment,10,5
1903,1000,Delivery,64,1
1904,162,Delivery,48,3
1905,115,Product,34,5
1906,855,Payment,19,1
1907,75,Payment,4,5
1908,45,Delivery,56,2
1909,133,Delivery,46,5
1910,91,Product,51,1
1911,319,Product,50,2
1912,442,Payment,6,3
1913,25,Delivery,12,3
1914,37,Payment,65,1
1915,815,Product,19,4
1916,87,Product,59,2
1917,475,Delivery,33,1
1918,956,Delivery,63,4
1919,133,Product,20,3
1920,945,Product,47,2
1921,631,Product,29,5
1922,294,Product,9,1
1923,46,Delivery,12,4
1924,861,Product,55,2
1925,545,Product,7,3
1926,294,Delivery,42,4
1927,328,Payment,20,2
1928,541,Payment,24,2
1929,281,Payment,69,5
1930,971,Payment,6,5
1931,45,Payment,22,3
1932,201,Payment,23,3
1933,53,Delivery,26,2
1934,460,Payment,71,4
1935,650,Product,19,3
1936,445,Payment,1,2
1937,242,Payment,38,5
1938,19,Product,37,1
1939,775,Product,7,4
1940,865,Payment,27,3
1941,435,Product,72,3
1942,418,Payment,10,3
1943,311,Product,58,5
1944,614,Product,30,5
1945,972,Product,50,3
1946,815,Payment,32,3
1947,515,Delivery,7,3
1948,624,Delivery,64,3
1949,321,Product,40,1
1950,56,Payment,62,1
1951,352,Delivery,60,4
1952,809,Payment,46,1
1953,230,Payment,32,2
1954,216,Payment,53,3
1955,511,Product,48,4
1956,813,Product,4,2
1957,919,Delivery,39,2
1958,521,Product,67,2
1959,185,Delivery,36,3
1960,760,Product,41,1
1961,727,Delivery,34,5
1962,482,Payment,70,5
1963,263,Delivery,29,1
1964,321,Product,51,4
1965,970,Delivery,5,1
1966,5,Product,40,5
1967,15,Delivery,69,5
1968,491,Product,41,1
1969,603,Product,32,5
1970,720,Payment,30,4
1971,322,Payment,35,5
1972,380,Payment,57,3
1973,221,Payment,35,2
1974,568,Delivery,62,3
1975,284,Delivery,60,1
1976,317,Payment,34,3
1977,306,Payment,51,2
1978,643,Delivery,35,1
1979,754,Product,38,3
1980,635,Product,59,4
1981,730,Delivery,21,2
1982,599,Payment,17,1
1983,909,Payment,39,1
1984,718,Product,16,4
1985,225,Payment,61,1
1986,4,Delivery,29,3
1987,191,Payment,17,3
1988,596,Payment,67,4
1989,224,Delivery,12,2
1990,716,Payment,27,1
1991,322,Product,26,2
1992,798,Delivery,72,3
1993,776,Product,20,1
1994,891,Product,15,4
1995,172,Payment,53,2
1996,634,Delivery,58,5
1997,693,Delivery,10,2
1998,309,Payment,62,3
1999,943,Payment,6,4
2000,355,Delivery,27,4
