sessio_id,customer_id,login_time,logout_time,pages_visited,
1090,328,2023-10-19 16:44:00,2023-10-19 17:05:00,7,
1091,651,2023-05-30 07:48:00,2023-05-30 10:06:00,18,
1092,358,2023-12-26 07:14:00,2023-12-26 09:23:00,9,
1093,690,2023-08-01 19:24:00,2023-08-01 20:39:00,5,
1094,619,2023-03-17 06:13:00,2023-03-17 08:35:00,1,
1095,686,2023-12-29 15:26:00,2023-12-29 16:59:00,2,
1096,292,2023-02-28 01:19:00,2023-02-28 03:57:00,7,
1097,600,2023-08-11 13:41:00,2023-08-11 14:55:00,12,
1098,640,2023-07-15 12:30:00,2023-07-15 15:21:00,11,
1099,897,2023-06-02 08:33:00,2023-06-02 09:42:00,1,
1100,141,2023-12-03 05:59:00,2023-12-03 07:48:00,16,
1101,7,2023-01-25 10:47:00,2023-01-25 13:00:00,16,
1102,903,2023-01-31 03:39:00,2023-01-31 06:11:00,5,
1103,821,2023-06-24 08:13:00,2023-06-24 10:54:00,13,
1104,214,2023-04-16 22:11:00,2023-04-16 23:43:00,8,
1105,39,2023-05-15 05:03:00,2023-05-15 05:52:00,13,
1106,887,2023-07-22 18:14:00,2023-07-22 20:28:00,16,
1107,333,2023-11-23 09:54:00,2023-11-23 11:17:00,9,
1108,950,2023-12-06 21:02:00,2023-12-06 21:14:00,5,
1109,807,2023-09-19 12:36:00,2023-09-19 14:08:00,3,
1110,999,2023-12-04 02:24:00,2023-12-04 05:07:00,4,
1111,587,2023-09-01 05:49:00,2023-09-01 07:45:00,10,
1112,837,2023-12-17 11:14:00,2023-12-17 13:46:00,9,
1113,613,2023-12-07 19:36:00,2023-12-07 20:54:00,4,
1114,672,2023-07-25 03:04:00,2023-07-25 05:40:00,4,
1115,352,2023-04-22 07:00:00,2023-04-22 09:56:00,17,
1116,916,2023-05-18 20:03:00,2023-05-18 20:46:00,15,
1117,567,2023-07-13 01:34:00,2023-07-13 04:28:00,11,
1118,445,2023-12-13 16:55:00,2023-12-13 17:40:00,16,
1119,725,2023-06-14 08:48:00,2023-06-14 09:47:00,8,
1120,698,2023-07-28 00:04:00,2023-07-28 01:52:00,5,
1121,538,2023-06-07 08:03:00,2023-06-07 08:25:00,19,
1122,180,2023-02-20 23:40:00,2023-02-20 23:41:00,3,
1123,623,2023-02-12 07:55:00,2023-02-12 08:08:00,5,
1124,211,2023-10-30 22:15:00,2023-10-30 23:56:00,6,
1125,695,2023-12-02 17:30:00,2023-12-02 19:25:00,6,
1126,535,2023-09-01 18:43:00,2023-09-01 19:00:00,6,
1127,856,2023-04-15 08:58:00,2023-04-15 10:37:00,1,
1128,932,2023-09-22 23:51:00,2023-09-23 01:01:00,20,
1129,93,2023-08-23 02:52:00,2023-08-23 03:54:00,11,
1130,63,2023-01-31 01:24:00,2023-01-31 03:19:00,11,
1131,588,2023-12-30 10:11:00,2023-12-30 11:48:00,10,
1132,196,2023-08-03 13:02:00,2023-08-03 14:32:00,6,
1133,616,2023-07-03 02:13:00,2023-07-03 03:34:00,2,
1134,604,2023-05-08 13:54:00,2023-05-08 16:39:00,16,
1135,316,2023-06-14 07:28:00,2023-06-14 08:40:00,14,
1136,95,2023-12-11 08:32:00,2023-12-11 09:44:00,4,
1137,357,2023-02-09 01:10:00,2023-02-09 02:34:00,6,
1138,882,2023-06-14 08:49:00,2023-06-14 09:15:00,1,
1139,106,2023-11-08 23:21:00,2023-11-09 01:15:00,19,
1140,980,2023-06-29 01:59:00,2023-06-29 04:13:00,6,
1141,108,2023-05-06 10:48:00,2023-05-06 12:04:00,11,
1142,894,2023-12-06 17:29:00,2023-12-06 20:12:00,10,
1143,712,2023-03-30 17:43:00,2023-03-30 17:59:00,20,
1144,157,2023-09-18 10:19:00,2023-09-18 12:47:00,9,
1145,312,2023-01-03 14:57:00,2023-01-03 16:51:00,13,
1146,423,2023-03-27 16:52:00,2023-03-27 18:56:00,4,
1147,159,2023-03-14 22:18:00,2023-03-14 23:35:00,7,
1148,113,2023-08-18 01:49:00,2023-08-18 04:05:00,15,
1149,784,2023-08-29 22:59:00,2023-08-29 23:25:00,13,
1150,623,2023-07-17 05:34:00,2023-07-17 05:59:00,2,
1151,573,2023-08-26 01:49:00,2023-08-26 03:07:00,6,
1152,523,2023-06-29 03:25:00,2023-06-29 04:21:00,4,
1153,493,2023-03-06 11:45:00,2023-03-06 14:32:00,17,
1154,864,2023-06-26 13:35:00,2023-06-26 16:27:00,7,
1155,773,2023-12-26 08:56:00,2023-12-26 09:11:00,20,
1156,969,2023-12-18 21:37:00,2023-12-18 23:49:00,1,
1157,571,2023-12-29 15:29:00,2023-12-29 16:18:00,4,
1158,337,2023-10-24 21:18:00,2023-10-24 21:45:00,18,
1159,47,2023-10-19 05:28:00,2023-10-19 07:02:00,6,
1160,384,2023-01-20 07:20:00,2023-01-20 10:05:00,19,
1161,17,2023-07-24 22:25:00,2023-07-25 00:09:00,19,
1162,50,2023-01-05 14:31:00,2023-01-05 17:05:00,5,
1163,839,2023-09-15 11:36:00,2023-09-15 14:04:00,9,
1164,164,2023-07-12 22:58:00,2023-07-13 01:33:00,17,
1165,314,2023-06-07 03:14:00,2023-06-07 05:50:00,6,
1166,35,2023-12-19 08:29:00,2023-12-19 08:52:00,7,
1167,782,2023-03-31 12:41:00,2023-03-31 14:31:00,20,
1168,724,2023-08-27 07:50:00,2023-08-27 09:28:00,1,
1169,9,2023-09-02 05:47:00,2023-09-02 07:14:00,10,
1170,825,2023-11-08 23:45:00,2023-11-09 01:57:00,12,
1171,595,2023-08-14 09:07:00,2023-08-14 11:05:00,12,
1172,202,2023-01-19 10:04:00,2023-01-19 12:02:00,11,
1173,506,2023-02-09 03:38:00,2023-02-09 04:41:00,19,
1174,115,2023-07-16 10:43:00,2023-07-16 11:39:00,3,
1175,757,2023-09-04 13:39:00,2023-09-04 15:30:00,18,
1176,652,2023-01-04 19:12:00,2023-01-04 19:33:00,18,
1177,265,2023-12-16 05:16:00,2023-12-16 06:37:00,10,
1178,826,2023-09-18 02:36:00,2023-09-18 05:08:00,8,
1179,654,2023-08-02 07:37:00,2023-08-02 09:43:00,3,
1180,552,2023-11-10 17:42:00,2023-11-10 18:15:00,17,
1181,768,2023-07-13 17:57:00,2023-07-13 18:51:00,5,
1182,846,2023-01-28 16:55:00,2023-01-28 17:36:00,4,
1183,740,2023-10-05 19:54:00,2023-10-05 20:52:00,18,
1184,828,2023-01-16 15:22:00,2023-01-16 17:13:00,2,
1185,51,2023-04-09 13:25:00,2023-04-09 15:46:00,2,
1186,615,2023-11-02 02:17:00,2023-11-02 04:50:00,18,
1187,34,2023-09-09 08:57:00,2023-09-09 10:31:00,2,
1188,105,2023-08-24 01:34:00,2023-08-24 02:14:00,6,
1189,964,2023-08-21 22:04:00,2023-08-22 00:14:00,11,
1190,388,2024-01-01 17:46:00,2024-01-01 20:32:00,20,
1191,358,2023-05-15 09:50:00,2023-05-15 12:27:00,20,
1192,698,2023-02-14 02:50:00,2023-02-14 04:29:00,14,
1193,159,2023-02-08 15:59:00,2023-02-08 18:58:00,1,
1194,225,2023-11-06 17:02:00,2023-11-06 18:50:00,10,
1195,756,2023-10-13 06:03:00,2023-10-13 07:27:00,2,
1196,485,2023-07-14 02:50:00,2023-07-14 02:52:00,6,
1197,1000,2023-01-02 06:17:00,2023-01-02 07:54:00,14,
1198,990,2023-06-17 23:34:00,2023-06-18 01:00:00,2,
1199,941,2023-02-16 01:45:00,2023-02-16 03:59:00,15,
1200,953,2023-03-30 20:20:00,2023-03-30 23:15:00,7,
1201,654,2023-02-20 09:07:00,2023-02-20 09:51:00,18,
1202,670,2023-04-19 12:16:00,2023-04-19 12:40:00,8,
1203,574,2023-12-27 06:32:00,2023-12-27 07:47:00,20,
1204,73,2023-01-20 06:22:00,2023-01-20 08:26:00,7,
1205,606,2023-02-16 15:35:00,2023-02-16 15:48:00,1,
1206,616,2023-11-22 09:37:00,2023-11-22 11:47:00,19,
1207,576,2023-01-09 16:22:00,2023-01-09 16:49:00,4,
1208,864,2023-07-13 18:42:00,2023-07-13 19:16:00,17,
1209,215,2023-02-08 13:41:00,2023-02-08 15:12:00,7,
1210,217,2023-09-30 15:57:00,2023-09-30 16:10:00,7,
1211,721,2023-10-22 19:46:00,2023-10-22 19:56:00,2,
1212,852,2023-01-29 22:06:00,2023-01-29 22:22:00,2,
1213,855,2023-02-04 18:01:00,2023-02-04 20:37:00,13,
1214,332,2023-06-11 11:39:00,2023-06-11 12:38:00,5,
1215,110,2023-01-14 11:38:00,2023-01-14 11:56:00,19,
1216,87,2023-08-25 07:17:00,2023-08-25 07:55:00,4,
1217,418,2023-07-31 15:04:00,2023-07-31 17:26:00,19,
1218,439,2023-07-21 02:50:00,2023-07-21 03:25:00,7,
1219,651,2023-01-27 06:27:00,2023-01-27 07:35:00,11,
1220,894,2023-09-02 03:15:00,2023-09-02 05:04:00,19,
1221,610,2023-10-04 06:19:00,2023-10-04 07:22:00,7,
1222,950,2023-06-15 06:53:00,2023-06-15 07:11:00,1,
1223,425,2023-11-07 07:38:00,2023-11-07 09:33:00,5,
1224,647,2023-04-25 19:41:00,2023-04-25 21:42:00,1,
1225,634,2023-03-21 05:53:00,2023-03-21 07:06:00,3,
1226,783,2023-07-31 09:42:00,2023-07-31 12:21:00,1,
1227,847,2023-05-28 11:47:00,2023-05-28 12:12:00,2,
1228,483,2023-08-03 22:21:00,2023-08-04 01:16:00,8,
1229,23,2023-10-06 06:40:00,2023-10-06 07:41:00,17,
1230,836,2023-05-17 13:42:00,2023-05-17 16:03:00,15,
1231,94,2023-09-20 18:28:00,2023-09-20 20:31:00,5,
1232,246,2023-05-16 22:54:00,2023-05-17 01:53:00,7,
1233,12,2023-03-01 21:12:00,2023-03-01 22:23:00,12,
1234,875,2023-12-22 09:39:00,2023-12-22 11:21:00,9,
1235,806,2023-11-02 14:02:00,2023-11-02 15:10:00,1,
1236,979,2023-12-06 17:27:00,2023-12-06 19:40:00,5,
1237,662,2023-08-07 19:31:00,2023-08-07 21:22:00,10,
1238,235,2023-08-17 14:23:00,2023-08-17 16:54:00,13,
1239,402,2023-10-13 18:33:00,2023-10-13 21:14:00,5,
1240,682,2023-02-25 10:14:00,2023-02-25 11:23:00,9,
1241,76,2023-03-24 21:09:00,2023-03-24 23:14:00,4,
1242,615,2023-06-14 01:26:00,2023-06-14 03:07:00,9,
1243,151,2023-09-13 21:09:00,2023-09-13 23:03:00,6,
1244,402,2023-02-08 03:21:00,2023-02-08 04:06:00,12,
1245,655,2023-01-02 04:03:00,2023-01-02 05:22:00,4,
1246,322,2023-02-16 02:13:00,2023-02-16 02:39:00,2,
1247,324,2023-08-06 12:54:00,2023-08-06 13:27:00,19,
1248,685,2023-11-21 23:35:00,2023-11-22 02:09:00,10,
1249,988,2023-01-16 12:24:00,2023-01-16 14:08:00,13,
1250,513,2023-07-25 09:46:00,2023-07-25 10:59:00,8,
1251,512,2023-07-05 02:38:00,2023-07-05 03:32:00,17,
1252,931,2023-07-17 15:59:00,2023-07-17 16:33:00,19,
1253,711,2023-10-10 05:50:00,2023-10-10 07:33:00,7,
1254,213,2023-08-27 14:18:00,2023-08-27 16:30:00,13,
1255,344,2023-09-23 17:40:00,2023-09-23 18:47:00,19,
1256,862,2023-08-28 11:23:00,2023-08-28 11:40:00,13,
1257,38,2023-10-17 09:59:00,2023-10-17 10:47:00,1,
1258,915,2023-04-02 05:25:00,2023-04-02 08:09:00,20,
1259,364,2023-05-03 08:08:00,2023-05-03 09:04:00,14,
1260,120,2023-05-13 07:01:00,2023-05-13 09:19:00,13,
1261,932,2023-12-24 10:54:00,2023-12-24 13:11:00,13,
1262,405,2024-01-01 10:06:00,2024-01-01 10:17:00,11,
1263,484,2023-01-02 06:54:00,2023-01-02 07:15:00,15,
1264,978,2023-12-29 00:37:00,2023-12-29 02:44:00,10,
1265,10,2023-05-14 02:37:00,2023-05-14 04:34:00,20,
1266,560,2023-08-11 12:50:00,2023-08-11 15:01:00,7,
1267,470,2023-05-21 02:23:00,2023-05-21 02:44:00,17,
1268,1,2023-09-30 20:39:00,2023-09-30 22:16:00,20,
1269,96,2023-04-29 20:41:00,2023-04-29 22:34:00,8,
1270,510,2023-04-17 18:19:00,2023-04-17 18:30:00,13,
1271,930,2023-01-21 22:21:00,2023-01-21 23:30:00,20,
1272,59,2023-01-02 05:59:00,2023-01-02 08:52:00,12,
1273,398,2023-06-27 07:04:00,2023-06-27 07:25:00,9,
1274,537,2023-08-07 23:57:00,2023-08-08 01:09:00,12,
1275,448,2023-01-25 17:52:00,2023-01-25 20:35:00,2,
1276,293,2023-08-21 12:51:00,2023-08-21 14:21:00,18,
1277,109,2023-09-22 11:11:00,2023-09-22 14:02:00,14,
1278,461,2023-05-27 03:48:00,2023-05-27 05:39:00,20,
1279,76,2023-07-17 04:46:00,2023-07-17 06:36:00,3,
1280,130,2023-06-15 03:08:00,2023-06-15 05:55:00,5,
1281,286,2023-09-02 15:58:00,2023-09-02 18:42:00,13,
1282,571,2023-02-24 13:39:00,2023-02-24 14:48:00,12,
1283,462,2023-10-17 10:08:00,2023-10-17 12:58:00,16,
1284,881,2023-07-04 17:01:00,2023-07-04 19:55:00,16,
1285,95,2023-01-31 17:20:00,2023-01-31 18:00:00,16,
1286,875,2023-11-02 21:32:00,2023-11-02 22:03:00,3,
1287,131,2023-10-25 04:15:00,2023-10-25 05:16:00,5,
1288,890,2023-10-24 21:19:00,2023-10-24 21:25:00,15,
1289,229,2023-07-13 23:13:00,2023-07-14 00:27:00,17,
1290,357,2023-06-04 08:20:00,2023-06-04 09:13:00,7,
1291,831,2023-10-28 12:28:00,2023-10-28 12:58:00,3,
1292,898,2023-08-06 12:27:00,2023-08-06 14:07:00,12,
1293,396,2023-04-08 19:22:00,2023-04-08 21:45:00,20,
1294,280,2023-10-27 00:27:00,2023-10-27 03:15:00,17,
1295,296,2023-04-08 00:37:00,2023-04-08 00:51:00,10,
1296,857,2023-12-14 13:53:00,2023-12-14 15:38:00,4,
1297,112,2023-06-26 14:28:00,2023-06-26 16:10:00,10,
1298,77,2023-03-27 23:14:00,2023-03-28 00:21:00,17,
1299,366,2023-03-26 13:42:00,2023-03-26 14:22:00,9,
1300,141,2023-07-24 12:45:00,2023-07-24 14:31:00,17,
1301,337,2023-10-02 12:03:00,2023-10-02 13:53:00,9,
1302,841,2023-03-07 09:18:00,2023-03-07 09:43:00,17,
1303,801,2023-11-02 23:55:00,2023-11-03 01:43:00,16,
1304,53,2023-01-17 14:51:00,2023-01-17 15:28:00,19,
1305,477,2023-01-04 23:24:00,2023-01-05 00:54:00,2,
1306,455,2023-09-02 08:59:00,2023-09-02 11:58:00,15,
1307,678,2023-01-14 16:10:00,2023-01-14 17:11:00,2,
1308,572,2023-06-25 13:43:00,2023-06-25 14:59:00,17,
1309,180,2023-09-06 05:02:00,2023-09-06 07:50:00,4,
1310,780,2023-07-11 07:40:00,2023-07-11 07:57:00,8,
1311,978,2023-04-03 12:25:00,2023-04-03 13:35:00,4,
1312,372,2023-10-13 16:42:00,2023-10-13 19:34:00,18,
1313,250,2023-01-02 16:10:00,2023-01-02 18:06:00,4,
1314,674,2023-04-03 01:49:00,2023-04-03 03:11:00,1,
1315,594,2023-03-31 01:46:00,2023-03-31 03:20:00,3,
1316,563,2023-08-14 20:27:00,2023-08-14 23:08:00,15,
1317,41,2023-12-25 09:58:00,2023-12-25 11:45:00,12,
1318,29,2023-10-13 08:31:00,2023-10-13 09:16:00,5,
1319,121,2023-04-15 01:48:00,2023-04-15 02:16:00,12,
1320,591,2023-06-12 10:39:00,2023-06-12 12:59:00,14,
1321,499,2023-08-19 12:54:00,2023-08-19 13:14:00,13,
1322,633,2023-10-26 19:25:00,2023-10-26 19:54:00,10,
1323,420,2023-11-13 23:54:00,2023-11-14 00:34:00,12,
1324,856,2023-04-02 23:17:00,2023-04-02 23:38:00,18,
1325,87,2023-09-13 05:05:00,2023-09-13 06:37:00,10,
1326,812,2023-06-19 08:35:00,2023-06-19 08:56:00,11,
1327,541,2023-01-09 21:53:00,2023-01-09 21:54:00,13,
1328,942,2023-04-30 10:32:00,2023-04-30 11:15:00,5,
1329,691,2023-01-19 02:35:00,2023-01-19 03:47:00,1,
1330,107,2023-12-11 17:16:00,2023-12-11 18:19:00,9,
1331,746,2023-10-24 00:28:00,2023-10-24 02:31:00,10,
1332,441,2023-09-17 17:59:00,2023-09-17 20:40:00,6,
1333,169,2023-10-25 18:26:00,2023-10-25 20:21:00,15,
1334,988,2023-02-14 19:15:00,2023-02-14 21:47:00,11,
1335,695,2023-02-16 01:37:00,2023-02-16 02:40:00,7,
1336,234,2023-02-14 12:56:00,2023-02-14 13:53:00,8,
1337,124,2023-03-11 03:33:00,2023-03-11 05:23:00,12,
1338,785,2023-02-07 07:19:00,2023-02-07 08:36:00,20,
1339,677,2023-03-05 20:54:00,2023-03-05 22:27:00,5,
1340,278,2023-10-24 04:12:00,2023-10-24 05:00:00,11,
1341,970,2023-07-31 22:34:00,2023-07-31 23:25:00,10,
1342,318,2023-12-09 03:13:00,2023-12-09 04:47:00,13,
1343,74,2023-05-30 07:33:00,2023-05-30 10:06:00,1,
1344,325,2023-07-07 23:54:00,2023-07-08 01:01:00,10,
1345,644,2023-06-18 16:29:00,2023-06-18 17:34:00,5,
1346,961,2023-02-27 00:10:00,2023-02-27 01:43:00,3,
1347,299,2023-06-02 11:10:00,2023-06-02 11:30:00,11,
1348,291,2023-09-26 10:50:00,2023-09-26 12:46:00,11,
1349,234,2023-05-30 14:15:00,2023-05-30 16:59:00,1,
1350,975,2023-01-16 09:38:00,2023-01-16 11:37:00,18,
1351,347,2023-07-08 02:51:00,2023-07-08 03:36:00,1,
1352,272,2023-09-04 03:07:00,2023-09-04 03:23:00,2,
1353,566,2023-11-13 09:05:00,2023-11-13 11:54:00,10,
1354,474,2023-08-05 14:04:00,2023-08-05 14:43:00,13,
1355,200,2023-11-19 08:34:00,2023-11-19 10:52:00,19,
1356,939,2023-12-10 13:39:00,2023-12-10 14:27:00,15,
1357,701,2023-09-18 14:55:00,2023-09-18 17:34:00,2,
1358,510,2023-04-18 09:59:00,2023-04-18 10:17:00,15,
1359,598,2023-10-09 10:23:00,2023-10-09 12:28:00,6,
1360,700,2023-04-04 22:31:00,2023-04-04 23:46:00,1,
1361,660,2023-05-27 08:39:00,2023-05-27 10:19:00,11,
1362,284,2023-12-19 22:06:00,2023-12-19 22:19:00,3,
1363,30,2023-12-17 14:15:00,2023-12-17 14:27:00,18,
1364,225,2023-09-10 18:30:00,2023-09-10 19:49:00,1,
1365,327,2023-10-15 18:08:00,2023-10-15 20:42:00,3,
1366,404,2023-09-30 15:30:00,2023-09-30 16:35:00,6,
1367,145,2023-09-29 13:33:00,2023-09-29 16:22:00,20,
1368,724,2023-12-18 21:55:00,2023-12-18 22:45:00,9,
1369,111,2023-01-07 22:27:00,2023-01-08 01:05:00,8,
1370,306,2023-07-15 07:16:00,2023-07-15 09:27:00,9,
1371,131,2023-03-16 14:46:00,2023-03-16 17:28:00,20,
1372,184,2023-01-10 05:59:00,2023-01-10 07:46:00,18,
1373,321,2023-07-22 22:13:00,2023-07-23 00:54:00,3,
1374,522,2023-06-25 02:27:00,2023-06-25 02:38:00,2,
1375,923,2023-02-20 16:52:00,2023-02-20 19:33:00,17,
1376,877,2023-07-07 15:50:00,2023-07-07 17:38:00,4,
1377,540,2023-07-05 22:24:00,2023-07-06 00:40:00,20,
1378,380,2023-04-16 10:06:00,2023-04-16 10:22:00,14,
1379,237,2023-03-18 13:53:00,2023-03-18 16:52:00,8,
1380,721,2023-11-11 05:44:00,2023-11-11 06:28:00,2,
1381,848,2023-02-18 22:24:00,2023-02-18 23:35:00,6,
1382,866,2023-09-23 13:57:00,2023-09-23 16:53:00,18,
1383,780,2023-04-08 19:04:00,2023-04-08 20:43:00,1,
1384,617,2023-12-04 06:40:00,2023-12-04 08:15:00,19,
1385,881,2023-12-12 07:31:00,2023-12-12 10:03:00,4,
1386,19,2023-09-08 19:56:00,2023-09-08 21:40:00,19,
1387,216,2023-04-23 04:45:00,2023-04-23 05:24:00,10,
1388,584,2023-06-06 00:51:00,2023-06-06 02:06:00,7,
1389,20,2023-06-20 17:51:00,2023-06-20 18:42:00,3,
1390,574,2023-03-13 17:29:00,2023-03-13 18:56:00,2,
1391,871,2023-04-25 19:24:00,2023-04-25 21:37:00,12,
1392,953,2023-09-16 13:57:00,2023-09-16 14:51:00,14,
1393,489,2023-02-19 21:21:00,2023-02-19 22:48:00,9,
1394,453,2023-04-25 18:54:00,2023-04-25 21:26:00,18,
1395,501,2023-07-12 18:53:00,2023-07-12 19:20:00,19,
1396,187,2023-02-08 09:06:00,2023-02-08 09:12:00,6,
1397,80,2023-06-08 14:05:00,2023-06-08 14:40:00,16,
1398,220,2023-05-06 19:35:00,2023-05-06 20:52:00,2,
1399,966,2023-03-23 09:18:00,2023-03-23 11:20:00,7,
1400,561,2023-08-04 06:57:00,2023-08-04 07:08:00,5,
1401,445,2023-03-09 08:09:00,2023-03-09 10:38:00,15,
1402,861,2023-11-29 00:10:00,2023-11-29 02:57:00,11,
1403,132,2023-12-16 21:35:00,2023-12-17 00:24:00,19,
1404,463,2023-10-15 13:23:00,2023-10-15 13:46:00,4,
1405,791,2023-12-24 10:09:00,2023-12-24 11:20:00,10,
1406,869,2023-01-07 19:19:00,2023-01-07 20:14:00,17,
1407,419,2023-08-09 23:43:00,2023-08-10 01:00:00,6,
1408,184,2023-07-04 12:00:00,2023-07-04 14:41:00,5,
1409,833,2023-10-31 00:01:00,2023-10-31 00:41:00,16,
1410,849,2023-05-12 18:34:00,2023-05-12 19:10:00,10,
1411,377,2023-09-09 14:41:00,2023-09-09 15:17:00,11,
1412,834,2023-01-14 13:59:00,2023-01-14 15:06:00,1,
1413,608,2023-04-08 06:41:00,2023-04-08 09:31:00,6,
1414,531,2023-08-17 15:37:00,2023-08-17 17:54:00,9,
1415,563,2023-10-13 21:34:00,2023-10-14 00:09:00,1,
1416,497,2023-03-30 11:08:00,2023-03-30 12:21:00,9,
1417,367,2023-10-16 05:23:00,2023-10-16 06:25:00,9,
1418,313,2023-01-06 15:07:00,2023-01-06 15:38:00,15,
1419,962,2023-05-29 01:52:00,2023-05-29 03:23:00,16,
1420,920,2023-06-21 16:48:00,2023-06-21 19:36:00,16,
1421,574,2023-03-28 16:47:00,2023-03-28 18:58:00,18,
1422,89,2023-10-19 23:45:00,2023-10-20 00:41:00,16,
1423,105,2023-09-21 06:50:00,2023-09-21 08:35:00,6,
1424,25,2023-08-24 21:39:00,2023-08-24 22:47:00,1,
1425,115,2023-01-23 06:21:00,2023-01-23 07:22:00,16,
1426,957,2023-11-21 16:51:00,2023-11-21 19:21:00,20,
1427,490,2023-02-02 18:18:00,2023-02-02 19:37:00,6,
1428,676,2023-07-12 09:06:00,2023-07-12 11:57:00,1,
1429,586,2023-06-16 01:21:00,2023-06-16 02:47:00,4,
1430,654,2023-03-14 06:16:00,2023-03-14 06:47:00,4,
1431,266,2023-10-11 16:13:00,2023-10-11 18:10:00,19,
1432,701,2023-07-19 11:52:00,2023-07-19 14:40:00,7,
1433,714,2023-08-08 16:21:00,2023-08-08 16:42:00,6,
1434,903,2023-08-04 14:36:00,2023-08-04 15:01:00,14,
1435,764,2024-01-01 04:38:00,2024-01-01 04:48:00,10,
1436,675,2023-01-17 14:55:00,2023-01-17 17:30:00,14,
1437,319,2023-05-28 08:58:00,2023-05-28 11:30:00,20,
1438,321,2023-11-21 12:45:00,2023-11-21 12:52:00,3,
1439,870,2023-09-19 20:03:00,2023-09-19 20:45:00,12,
1440,199,2023-09-13 13:09:00,2023-09-13 14:18:00,15,
1441,63,2023-06-24 01:05:00,2023-06-24 02:46:00,6,
1442,574,2023-12-01 15:16:00,2023-12-01 17:50:00,16,
1443,379,2023-11-22 07:04:00,2023-11-22 09:11:00,2,
1444,859,2023-10-30 05:39:00,2023-10-30 08:03:00,11,
1445,818,2023-12-31 19:23:00,2023-12-31 20:04:00,20,
1446,279,2023-11-04 20:18:00,2023-11-04 22:38:00,19,
1447,985,2023-06-09 11:31:00,2023-06-09 13:32:00,20,
1448,326,2023-04-01 19:27:00,2023-04-01 22:08:00,1,
1449,275,2023-02-15 02:13:00,2023-02-15 04:42:00,5,
1450,700,2023-07-02 13:16:00,2023-07-02 14:15:00,1,
1451,645,2023-08-05 22:22:00,2023-08-05 23:42:00,12,
1452,773,2023-12-02 22:06:00,2023-12-02 22:16:00,5,
1453,338,2023-01-18 05:03:00,2023-01-18 07:49:00,14,
1454,934,2023-04-18 19:25:00,2023-04-18 20:41:00,4,
1455,411,2023-05-08 17:33:00,2023-05-08 20:04:00,19,
1456,606,2023-06-23 18:09:00,2023-06-23 20:50:00,8,
1457,678,2023-04-14 19:02:00,2023-04-14 19:08:00,2,
1458,365,2023-05-01 11:10:00,2023-05-01 13:42:00,4,
1459,185,2023-09-13 06:08:00,2023-09-13 07:32:00,11,
1460,849,2024-01-01 13:14:00,2024-01-01 14:31:00,9,
1461,155,2023-11-23 16:28:00,2023-11-23 19:07:00,12,
1462,726,2023-12-25 14:43:00,2023-12-25 14:58:00,9,
1463,582,2023-01-22 21:53:00,2023-01-23 00:36:00,15,
1464,392,2023-10-04 14:58:00,2023-10-04 16:43:00,16,
1465,92,2023-05-15 21:54:00,2023-05-15 23:24:00,18,
1466,580,2023-03-04 19:16:00,2023-03-04 22:04:00,13,
1467,390,2023-05-02 18:46:00,2023-05-02 21:03:00,17,
1468,810,2023-09-10 08:55:00,2023-09-10 10:08:00,3,
1469,706,2023-08-21 02:19:00,2023-08-21 04:38:00,3,
1470,136,2023-01-01 06:20:00,2023-01-01 09:13:00,7,
1471,175,2023-11-14 17:11:00,2023-11-14 19:31:00,17,
1472,919,2023-06-18 15:16:00,2023-06-18 16:26:00,19,
1473,197,2023-08-31 05:27:00,2023-08-31 07:20:00,8,
1474,973,2023-07-05 19:50:00,2023-07-05 21:44:00,3,
1475,210,2023-04-13 02:10:00,2023-04-13 02:20:00,11,
1476,360,2023-06-19 02:22:00,2023-06-19 05:15:00,4,
1477,651,2023-03-29 03:32:00,2023-03-29 03:44:00,18,
1478,313,2023-01-23 14:47:00,2023-01-23 15:32:00,3,
1479,642,2023-08-16 06:28:00,2023-08-16 08:05:00,14,
1480,566,2023-05-20 21:56:00,2023-05-21 00:51:00,3,
1481,369,2023-07-27 05:22:00,2023-07-27 05:49:00,3,
1482,569,2023-04-26 22:33:00,2023-04-27 00:46:00,4,
1483,859,2023-01-05 18:16:00,2023-01-05 18:38:00,6,
1484,234,2023-10-16 21:09:00,2023-10-16 23:22:00,6,
1485,465,2023-02-23 12:19:00,2023-02-23 12:24:00,10,
1486,986,2023-11-10 12:52:00,2023-11-10 14:49:00,12,
1487,355,2023-06-01 15:20:00,2023-06-01 16:05:00,14,
1488,539,2023-06-21 09:37:00,2023-06-21 10:51:00,10,
1489,655,2023-06-22 22:32:00,2023-06-22 23:38:00,14,
1490,630,2023-09-12 10:13:00,2023-09-12 10:39:00,3,
1491,865,2023-06-11 08:06:00,2023-06-11 09:11:00,1,
1492,818,2023-11-11 14:53:00,2023-11-11 17:10:00,10,
1493,195,2023-01-11 22:27:00,2023-01-12 01:06:00,18,
1494,727,2023-04-20 19:10:00,2023-04-20 21:27:00,1,
1495,404,2023-10-18 07:30:00,2023-10-18 07:50:00,1,
1496,574,2023-09-07 19:18:00,2023-09-07 19:25:00,1,
1497,64,2023-09-29 06:09:00,2023-09-29 07:52:00,9,
1498,455,2023-03-30 16:37:00,2023-03-30 19:36:00,10,
1499,554,2023-02-17 22:02:00,2023-02-18 00:20:00,10,
